Account No,Customer Name,Phone,Credit Limit,Outstanding Balance,Salesman,Payment Terms,TRN
CN-03585,Prime Builders LLC,0581575395,100000,28272.08,Anwar,COD,152598356367506
CN-03586,Al Reem Construction Co,0561700676,,59131.63,Khaled,30 days,163373642607801
CN-03587,Modern Interiors LLC,0546817580,50000,AED 20582.83,Anwar,COD,172758761145609
CN-03588,Gulf Engineering Consultants,0551153447,,28095.63,Joseph,90 days,119112579509605
CN-03589,Modern Fit-out Co,0548978519,100000,"48,884.12",Mahmoud,60 days,187995188489803
CN-03590,Al Manara MEP Services,0532459473,100000,"24.822,96",Anwar,Cash,139488211470537
CN-03591,Meraas Interiors LLC,0538854802,50000,22915.59,Anwar,Cash,189342492672772
CN-03592,Al Manara Real Estate Development,0532155281,100000,5327.45,Khaled,90 days,198095152986283
CN-03593,Reliable Engineering Consultants,0559584191,10000,AED 38429.53,Khaled,45 days,153381241475361
CN-03594,Reliable Engineering Consultants,0561319562,10000,15687.21,Anwar,60 days,109470504804935
CN-03595,Prime Fit-out Co,0597270236,25000,211.65,Suresh,60 days,174459631632642
CN-03596,National MEP Services,0570304523,25000,"12.996,66",Rakesh,30 days,191912427497708
CN-03597,Falcon Maintenance Co,0566548390,10000,38132.16,Rakesh,Cash,157800015303490
CN-03598,Emirates Construction Co,0512283032,10000,30354.29,Suresh,30 days,140800068617965
CN-03599,Al Reem Fit-out Co,0559501936,25000,AED 38177.13,Rakesh,30 days,152968471159712
CN-03600,Marina Interiors LLC,0563793946,100000,51368.68,Mahmoud,Cash,190835843348976
CN-03601,Reliable Builders LLC,0558266860,100000,"54,751.32",Mahmoud,45 days,
CN-03602,Desert Fit-out Co,0554205334,100000,"36.997,68",Suresh,COD,132572966480468
CN-03603,Oasis Interiors LLC,0583439342,25000,21956.14,Mahmoud,90 days,194943575223430
CN-03604,Marina Construction Co,0532445133,25000,4173.56,Suresh,45 days,194365717698023
CN-03605,Union MEP Services,0587336894,100000,AED 52118.18,Mahmoud,30 days,
CN-03606,Gulf Real Estate Development,0532294949,25000,32161.89,Joseph,60 days,106724977877840
CN-03607,Pearl Builders LLC,0567944669,100000,"46,860.51",Mahmoud,45 days,183247465946121
CN-03608,Meraas Builders LLC,0521553613,,"34.673,20",Khaled,45 days,145371318411542
CN-03609,Gulf MEP Services,0550837222,50000,51795.78,Joseph,COD,137568233096142
CN-03610,Union MEP Services,0549546167,,48165.26,Mahmoud,60 days,196917072312651
CN-03611,Marina Contracting LLC,0571991306,,AED 20790.95,Anwar,Cash,151428738457284
CN-03612,Marina Interiors LLC,0593208902,10000,44694.38,Khaled,45 days,125471802276593
CN-03613,National Trading Est,0513778632,25000,"25,422.52",Rakesh,90 days,183783977196302
CN-03614,Oasis Fit-out Co,0510610303,25000,"6.109,05",Anwar,90 days,129820685305261
CN-03615,Pearl Maintenance Co,0581697756,25000,8892.60,Anwar,60 days,144174737932733
CN-03616,Union Engineering Consultants,0541112752,25000,34580.06,Anwar,COD,
CN-03617,Prime Fit-out Co,0515820442,100000,AED 35922.53,Mahmoud,COD,120912424136210
CN-03618,Reliable Trading Est,0543710763,100000,17444.03,Rakesh,90 days,133751021534330
CN-03619,Gulf Real Estate Development,0576676513,100000,"38,752.41",Anwar,COD,157874848229602
CN-03620,Oasis Interiors LLC,0580923133,,"34.859,97",Mahmoud,60 days,134253799447584
CN-03621,Falcon Trading Est,0523512154,100000,19488.49,Anwar,90 days,132291818433241
CN-03622,Reliable Contracting LLC,0529828773,25000,39434.29,Anwar,90 days,169829562939927
CN-03623,Capital Maintenance Co,0583596841,10000,AED 29742.30,Anwar,COD,121990315865206
CN-03624,Meraas Engineering Consultants,0541634975,100000,6172.22,Rakesh,45 days,174972991094918
CN-03625,National Builders LLC,0554421617,50000,"8,175.42",Khaled,45 days,180598626343682
CN-03626,Desert Engineering Consultants,0556023906,10000,"59.634,44",Mahmoud,60 days,146992450744289
CN-03627,Capital Trading Est,0536274599,50000,1870.31,Rakesh,60 days,
CN-03628,Modern Contracting LLC,0521028472,,31635.50,Joseph,45 days,123019588674903
CN-03629,Meraas Engineering Consultants,0575653830,25000,AED 47586.72,Khaled,45 days,150595318873715
CN-03630,Oasis Real Estate Development,0570373387,10000,1875.97,Anwar,30 days,104007336487677
CN-03631,Al Manara Construction Co,0546222092,25000,"20,338.13",Khaled,Cash,189811464156222
CN-03632,Falcon Builders LLC,0533422509,50000,"40.723,59",Anwar,COD,124114406867788
CN-03633,Reliable Real Estate Development,0560532150,50000,331.95,Rakesh,30 days,138662948372484
CN-03634,Desert Fit-out Co,0527644339,25000,58697.41,Rakesh,60 days,184254778654021
CN-03635,Falcon Construction Co,0514582343,,AED 21006.39,Joseph,60 days,
CN-03636,Pearl Contracting LLC,0560420809,25000,19684.86,Rakesh,60 days,177781632866167
CN-03637,Desert Fit-out Co,0590233717,,"45,574.47",Mahmoud,45 days,132966243269772
CN-03638,Capital Interiors LLC,0546248889,25000,"12.496,00",Suresh,90 days,114286151139630
CN-03639,National Interiors LLC,0552679735,100000,51787.61,Joseph,Cash,129974507198843
CN-03640,Desert MEP Services,0512538845,50000,4280.74,Suresh,60 days,
CN-03641,Falcon Builders LLC,0539943055,50000,AED 3393.33,Mahmoud,30 days,147125912247466
CN-03642,Emirates Interiors LLC,0541637116,10000,40743.17,Anwar,60 days,112606187260430
CN-03643,Pearl Interiors LLC,0516959361,25000,"28,034.15",Suresh,45 days,
CN-03644,Gulf Maintenance Co,0559970727,10000,"15.322,90",Mahmoud,45 days,112532741640787
CN-03645,Pearl Trading Est,0520013324,,26456.02,Joseph,45 days,197298621038578
CN-03646,Modern MEP Services,0591428340,25000,5597.81,Mahmoud,COD,157012787055209
CN-03647,Desert Fit-out Co,0541327641,,AED 18622.17,Anwar,COD,
CN-03648,Falcon MEP Services,0579666542,25000,2902.81,Joseph,60 days,159483781683075
CN-03649,Desert MEP Services,0553335614,100000,"23,596.72",Suresh,60 days,126089272614214
CN-03650,Modern Maintenance Co,0524188322,,"45.940,01",Suresh,60 days,107178604398242
CN-03651,Marina Construction Co,0564128608,50000,54949.39,Joseph,Cash,122778636078500
CN-03652,Emirates Builders LLC,0569981605,100000,44615.43,Khaled,Cash,128228890399667
CN-03653,Oasis Maintenance Co,0555159997,10000,AED 43934.39,Rakesh,60 days,164252855845973
CN-03654,Reliable Contracting LLC,0533378323,10000,44840.97,Joseph,COD,165685090893831
CN-03655,National Fit-out Co,0597979858,25000,"39,384.45",Rakesh,60 days,152269134040697
CN-03656,National Engineering Consultants,0574659262,50000,"16.766,05",Mahmoud,60 days,185073788978798
CN-03657,National Maintenance Co,0539869508,100000,51067.21,Mahmoud,90 days,196868300680751
CN-03658,National Interiors LLC,0541943261,25000,16080.07,Suresh,60 days,192152480565471
CN-03659,Al Manara Construction Co,0538253937,100000,AED 22865.47,Joseph,45 days,192608291446313
CN-03660,Pearl Construction Co,0576114928,50000,58179.19,Khaled,60 days,
CN-03661,Gulf Construction Co,0510751887,10000,"5,240.69",Anwar,30 days,178940226882519
CN-03662,Emirates MEP Services,0538438857,25000,"1.118,03",Khaled,90 days,
CN-03663,Reliable Real Estate Development,0567495711,,51232.34,Mahmoud,90 days,150338622432249
CN-03664,National Engineering Consultants,0541551388,25000,34244.73,Anwar,60 days,113341087578175
CN-03665,Al Manara Construction Co,0593614654,50000,AED 55103.68,Anwar,Cash,102790270343027
CN-03666,Al Manara Trading Est,0512132975,10000,3561.87,Rakesh,45 days,109266168941900
CN-03667,Al Reem Construction Co,0551354534,10000,"23,258.20",Anwar,30 days,101875537785683
CN-03668,Emirates Maintenance Co,0594316913,100000,"562,89",Suresh,60 days,171877026765937
CN-03669,Desert Construction Co,0543248493,25000,43927.30,Suresh,COD,158752186622996
CN-03670,Emirates Construction Co,0576096126,,36484.59,Mahmoud,30 days,120681408120283
CN-03671,Falcon Fit-out Co,0540381842,,AED 27993.40,Mahmoud,Cash,115866792518996
CN-03672,National Fit-out Co,0526808908,,12086.91,Joseph,30 days,140382868433751
CN-03673,Meraas Interiors LLC,0544689752,50000,"27,270.26",Joseph,Cash,128874364852292
CN-03674,Marina Trading Est,0522166604,,"41.917,50",Rakesh,COD,138465412938478
CN-03675,National Trading Est,0524124452,100000,46157.52,Anwar,45 days,102476065993059
CN-03676,Al Manara Fit-out Co,0555254099,100000,47339.06,Khaled,Cash,146335826692940
CN-03677,Falcon Contracting LLC,0523649360,50000,AED 22215.44,Joseph,COD,174748108638689
CN-03678,Al Reem Contracting LLC,0592125832,25000,17739.24,Rakesh,Cash,123743098910037
CN-03679,Gulf Real Estate Development,0517865429,100000,"51,374.49",Anwar,COD,194171129463015
CN-03680,Reliable Interiors LLC,0570691335,25000,"926,29",Rakesh,45 days,117301362119481
CN-03681,Marina Builders LLC,0588479676,,45362.82,Mahmoud,45 days,111548800399307
CN-03682,Union Contracting LLC,0573468564,100000,42061.61,Joseph,45 days,139830188684603
CN-03683,Marina Contracting LLC,0527001693,,AED 20472.02,Mahmoud,60 days,126232735684767
CN-03684,Gulf Construction Co,0538705000,100000,59130.25,Anwar,90 days,168695283987285
CN-03685,Oasis Real Estate Development,0569981914,,"14,913.12",Suresh,45 days,194090245045569
CN-03686,Gulf Interiors LLC,0541000279,25000,"19.414,71",Anwar,60 days,182868869599735
CN-03687,Gulf Fit-out Co,0518859514,25000,4906.68,Joseph,30 days,123342792209927
CN-03688,Pearl MEP Services,0596673518,10000,58144.61,Mahmoud,45 days,117516107211807
CN-03689,Al Reem Interiors LLC,0596300075,100000,AED 3917.31,Suresh,30 days,147965498414860
CN-03690,Reliable Interiors LLC,0594905770,10000,13756.67,Rakesh,30 days,175304545627132
CN-03691,Meraas Engineering Consultants,0596130696,100000,"55,380.07",Anwar,30 days,132419822845897
CN-03692,Emirates Contracting LLC,0556837587,25000,"23.625,20",Suresh,45 days,140307324112744
CN-03693,Reliable Builders LLC,0529570716,50000,29930.81,Anwar,45 days,125913111476908
CN-03694,Reliable Real Estate Development,0549934022,10000,8160.45,Anwar,60 days,183556423614214
CN-03695,Pearl Interiors LLC,0529315184,,AED 26656.43,Rakesh,Cash,165067907690189
CN-03696,Modern MEP Services,0547808911,50000,7473.47,Anwar,30 days,178361942351354
CN-03697,Meraas Construction Co,0552851172,100000,"7,104.64",Suresh,60 days,117923598054549
CN-03698,Oasis Real Estate Development,0550455896,25000,"4.239,09",Mahmoud,COD,167348372887907
CN-03699,Desert Fit-out Co,0555593165,10000,47168.88,Suresh,60 days,109093194721939
CN-03700,Reliable Maintenance Co,0596405295,50000,58982.94,Suresh,30 days,136558691461613
CN-03701,Union Builders LLC,0547036900,100000,AED 45525.62,Anwar,COD,134459030849889
CN-03702,Pearl Construction Co,0527112796,10000,26288.07,Suresh,45 days,150083627509984
CN-03703,Oasis Maintenance Co,0557489834,25000,"16,378.95",Suresh,Cash,169538655653362
CN-03704,Modern Maintenance Co,0582031556,,"48.911,58",Suresh,30 days,196800609396594
CN-03705,Gulf Builders LLC,0577460747,25000,26686.13,Khaled,COD,189739246855074
CN-03706,Modern Contracting LLC,0557042438,25000,12534.58,Rakesh,90 days,116878223154247
CN-03707,Prime Fit-out Co,0592377539,25000,AED 30245.10,Suresh,Cash,190822925622373
CN-03708,Al Manara Contracting LLC,0556882482,10000,8131.26,Joseph,30 days,160109611577403
CN-03709,Oasis Real Estate Development,0583598294,10000,"58,691.85",Anwar,30 days,
CN-03710,Al Manara Trading Est,0532728072,50000,"27.676,06",Suresh,60 days,
CN-03711,Meraas Maintenance Co,0528754652,10000,53894.87,Anwar,45 days,148814096877547
CN-03712,Reliable Real Estate Development,0515448157,,55234.84,Anwar,30 days,173766125988557
CN-03713,Reliable Contracting LLC,0529893817,10000,AED 59135.30,Joseph,90 days,146662312923191
CN-03714,Al Reem Engineering Consultants,0543415139,10000,58952.93,Suresh,90 days,179107882392976
CN-03715,Desert MEP Services,0529356187,,"39,459.76",Anwar,60 days,
CN-03716,Falcon Real Estate Development,0529160736,,"37.475,35",Anwar,Cash,166376911041702
CN-03717,Reliable Trading Est,0571270292,,38018.29,Mahmoud,45 days,175276937765211
CN-03718,Meraas Construction Co,0511512961,100000,48398.63,Khaled,30 days,159614042162995
CN-03719,Meraas Real Estate Development,0532486075,25000,AED 25640.48,Rakesh,COD,193448560999085
CN-03720,Union Fit-out Co,0514035932,100000,24553.09,Mahmoud,30 days,196913435610196
CN-03721,Gulf Trading Est,0513818471,,"8,415.41",Suresh,Cash,153018556964973
CN-03722,Pearl Interiors LLC,0581930446,,"57.477,20",Anwar,30 days,141966993760915
CN-03723,Pearl Fit-out Co,0540533478,100000,25446.27,Suresh,COD,199591176673912
CN-03724,Meraas Builders LLC,0551515355,,45199.20,Suresh,45 days,178343209562960
CN-03725,Desert Real Estate Development,0551719116,25000,AED 25832.45,Mahmoud,Cash,159246185787155
CN-03726,Union Real Estate Development,0546968473,25000,55464.53,Suresh,90 days,108121816932616
CN-03727,Emirates Maintenance Co,0575348352,10000,"14,151.59",Anwar,60 days,161286029921872
CN-03728,Reliable Fit-out Co,0554481799,10000,"2.693,90",Anwar,Cash,161023115707039
CN-03729,Al Manara Trading Est,0543174367,,15770.80,Khaled,COD,176127009856549
CN-03730,Meraas Construction Co,0595335081,10000,51021.55,Joseph,90 days,145141547175524
CN-03731,Meraas Interiors LLC,0589096326,100000,AED 1530.58,Mahmoud,90 days,184977727134166
CN-03732,Desert Real Estate Development,0543392700,,9493.52,Mahmoud,30 days,134590724577876
CN-03733,Union Interiors LLC,0578552453,50000,"5,532.09",Mahmoud,90 days,138135296170839
CN-03734,Marina Contracting LLC,0528378227,100000,"23.631,67",Khaled,45 days,153113009263157
CN-03735,Gulf Fit-out Co,0589570398,50000,13328.46,Rakesh,COD,145890031051085
CN-03736,Desert Maintenance Co,0527532137,10000,41045.22,Mahmoud,90 days,107260023902525
CN-03737,Pearl Builders LLC,0575264052,,AED 19274.33,Anwar,COD,194083994508436
CN-03738,Emirates MEP Services,0531921743,100000,2325.46,Khaled,COD,134985193706970
CN-03739,Prime Maintenance Co,0521102774,,"28,202.22",Khaled,60 days,160972125828725
CN-03740,Gulf Contracting LLC,0560668471,25000,"17.484,87",Anwar,45 days,184590826082085
CN-03741,Al Manara Real Estate Development,0513679425,10000,25447.22,Suresh,COD,152481283154816
CN-03742,Al Manara Construction Co,0547552519,25000,48777.57,Mahmoud,30 days,
CN-03743,Reliable Engineering Consultants,0579301782,10000,AED 26240.03,Suresh,Cash,160109097692420
CN-03744,Al Reem MEP Services,0512219676,10000,53921.78,Anwar,30 days,109781974343520
CN-03745,Gulf Engineering Consultants,0538702147,50000,"43,224.00",Khaled,60 days,160554557718210
CN-03746,Capital Fit-out Co,0564474461,25000,"9.033,88",Anwar,Cash,172540798302165
CN-03747,Falcon Interiors LLC,0522372703,,27895.22,Rakesh,60 days,157954327986423
CN-03748,Prime Trading Est,0552827646,100000,58014.40,Rakesh,30 days,135366841655125
CN-03749,Marina Real Estate Development,0592413371,,AED 50153.30,Anwar,60 days,126802785729718
CN-03750,Meraas Interiors LLC,0573572336,25000,7113.73,Anwar,Cash,127554284962214
CN-03751,Emirates Maintenance Co,0584025148,100000,"31,696.02",Khaled,45 days,183139033317675
CN-03752,Falcon Interiors LLC,0516839012,50000,"31.603,97",Mahmoud,45 days,190049627937355
CN-03753,Al Reem Real Estate Development,0532851197,10000,7080.41,Rakesh,COD,170066196705962
CN-03754,Meraas Contracting LLC,0514093593,25000,15521.52,Khaled,30 days,129409906212258
CN-03755,Marina Trading Est,0574403942,100000,AED 56450.17,Mahmoud,90 days,137364902832170
CN-03756,Emirates Engineering Consultants,0586755754,25000,4591.34,Khaled,30 days,109368734793674
CN-03757,Desert Builders LLC,0517557036,100000,"47,231.47",Joseph,90 days,169127369071767
CN-03758,Meraas Maintenance Co,0574025341,25000,"1.855,66",Khaled,60 days,119469447758918
CN-03759,Oasis Maintenance Co,0530330726,25000,26923.42,Suresh,90 days,111051422308084
CN-03760,Prime Construction Co,0529080390,50000,55416.16,Joseph,45 days,137234868453847
CN-03761,National Construction Co,0583937018,50000,AED 5139.41,Anwar,COD,187375923046437
CN-03762,Gulf Fit-out Co,0553310947,,30774.19,Joseph,60 days,138338515552054
CN-03763,Emirates Real Estate Development,0565771971,25000,"46,920.26",Rakesh,60 days,188744949508245
CN-03764,Prime Interiors LLC,0576094197,10000,"38.523,82",Joseph,45 days,103451198856222
CN-03765,Emirates Engineering Consultants,0588522963,25000,30926.15,Khaled,45 days,172423672360093
CN-03766,Gulf Maintenance Co,0584542722,100000,4638.21,Rakesh,45 days,156112565224279
CN-03767,Prime Real Estate Development,0588436267,10000,AED 45194.75,Khaled,Cash,125773098240277
CN-03768,Pearl Trading Est,0520033779,25000,51207.61,Khaled,45 days,117176082847382
CN-03769,Gulf Builders LLC,0510474875,100000,74.99,Rakesh,COD,118428774377418
CN-03770,Reliable Contracting LLC,0585473837,100000,"13.960,63",Rakesh,Cash,136580920432748
CN-03771,Union Trading Est,0530331489,,56664.83,Anwar,30 days,198531206199427
CN-03772,Gulf Interiors LLC,0594546419,10000,48519.72,Suresh,45 days,105923707609183
CN-03773,Modern Construction Co,0575826107,,AED 45023.56,Mahmoud,30 days,199114948945561
CN-03774,Marina Contracting LLC,0546662422,50000,42178.81,Khaled,90 days,144140315600814
CN-03775,Emirates Real Estate Development,0521120120,25000,"48,992.59",Suresh,Cash,198522730559119
CN-03776,Modern Fit-out Co,0514705514,50000,"31.186,72",Mahmoud,Cash,190113279517296
CN-03777,Emirates Maintenance Co,0546605265,100000,41226.96,Rakesh,30 days,145919851866141
CN-03778,Meraas Fit-out Co,0578882473,25000,3547.87,Khaled,30 days,165556428199808
CN-03779,Union Maintenance Co,0540534407,100000,AED 26221.81,Anwar,30 days,115387977064678
CN-03780,Pearl Contracting LLC,0586475863,10000,21586.02,Anwar,30 days,164572739567992
CN-03781,Marina Real Estate Development,0510851904,100000,"18,640.76",Joseph,30 days,162978461646423
CN-03782,Modern Interiors LLC,0570349070,100000,"15.658,25",Rakesh,45 days,
CN-03783,Emirates Builders LLC,0540057980,10000,28832.59,Anwar,60 days,104859167741055
CN-03784,Al Manara Interiors LLC,0558456432,100000,18808.01,Rakesh,90 days,157720479846132
CN-03785,Reliable Construction Co,0535760444,25000,AED 25790.62,Rakesh,COD,123870133598926
CN-03786,Capital Construction Co,0584962271,25000,55275.80,Joseph,COD,135553315762562
CN-03787,Marina MEP Services,0526105244,10000,"11,843.29",Mahmoud,60 days,176975659558879
CN-03788,Oasis Construction Co,0574703887,50000,"31.903,26",Rakesh,COD,161753817986650
CN-03789,Al Reem Engineering Consultants,0532472800,100000,15702.05,Mahmoud,30 days,198136561799907
CN-03790,Prime Trading Est,0548072858,25000,38918.96,Khaled,60 days,184977835001564
CN-03791,Modern Builders LLC,0566044553,100000,AED 34685.48,Joseph,30 days,162440537670166
CN-03792,Modern Real Estate Development,0518983574,25000,48155.89,Suresh,60 days,132261671342542
