namePrimary,nameSecondary,sku,barcode,categoryCode,taxGroup,trackingType,cost,sellPrice,baseUnit,brand,partNumber,reorderLevel,valuationMethod,wholesalePrice
Al-Fanar Ppr Pipe 1/4 Inch,مواسير بي بي آر 1/4 inch,HW-104178,6267844555589,CAT031,,none,18.403,23.636,PCS,Al-Fanar,AL--74335,10,fifo,20.025
Stanley Emulsion Paint 22 Gauge,دهان مائي 22 Gauge,HW-104179,6210140774679,CAT044,,batch,23.038,29.491,PCS,Stanley,STA-74317,50,wac,27.005
Hilti Sandpaper Sheet Large,ورق صنفرة Large,HW-104180,6353506957944,CAT064,,none,0.806,1.151,PCS,Hilti,HIL-31901,25,wac,0.877
Total Wood Chisel 1 inch,إزميل 1 inch,HW-104181,6222953840940,CAT015,,none,9.173,11.334,PCS,Total,TOT-30073,25,fifo,10.061
Karcher Step Stool 40mm,مقاعد درج 40mm,HW-104182,6779878282128,CAT092,,none,21.461,28.595,Nos,Karcher,KAR-81432,25,fifo,25.015
Crown Galvanized Metal Sheet Large,صفائح معدنية Large,HW-104183,6166096531571,CAT097,,none,187.737,225.458,PCS,Crown,CRO-15249,15,fifo,KWD 209.593
"Black+Decker Jigsaw 5kg,",مناشير منحنية 5kg,HW-104184,6369048497599,CAT005,,none,19.774,28.768,Nos,Black+Decker,BLA-59164,'25,wac,22.247
Karcher Wheelbarrow 650W,عربات يدوية 650W,HW-104185,6879022181847,CAT073,,none,0.182,0.222,PCS,Karcher,KAR-3669,20,wac,0.202
Ingco Wall Primer 2000W,برايمر 2000W,HW-104186,6386322978227,CAT046,,batch,2.750,KWD 3.539,PCS,Ingco,ING-67188,50,fifo,3.210
Makita Tool Kit 25kg Pieces,طقم عدة 25kg,HW-104187,6856074791325,CAT016,,none,13.733,20.983,PCS,Makita,MAK-14470,50,fifo,15.391
HILTI EXTENSION CORD 9L,وصلات كهرباء 9L,HW-104188,6344823712300,CAT042,,none,10.704,14.545,PCS,Hilti,,20,wac,KD 12.050
Bosch Scaffolding Frame Small,سقالات Small,HW-104189,6186803556499,CAT072,,none,16.288,21.879,PC,Bosch,BOS-44497,10,wac,18.740
Hilti Thermal Insulation Sheet 10kg,عزل 10kg,HW-104190,6587267865518,CAT070,,none,8.448,12.003,PC,Hilti,HIL-55073,15,wac,9.405
Al-Fanar Welding Electrode 1L,,HW-104191,6495459810210,CAT095,,none,21.141,30.497,PCS,Al-Fanar,AL--64241,'10,wac,24.051
hilti pruning shears large,مقصات تقليم Large,HW-104192,6157811800214,CAT083,,none,18.666,22.565,PCS,Hilti,HIL-48283,25,fifo,KD 22.360
Hilti PVC Conduit Pipe 25mm,مواسير كهرباء 25mm,HW-104193,6478335128130,CAT041,,none,7.730,11.450,pcs,,,50,fifo,8.923
Ingco Machine Screw 1/2 inch,براغي آلات 1/2 inch,HW-104194,6158164864350,CAT020,,none,12.171,15.688,PCS,Ingco,ING-29119,15,wac,13.261
Total Ball Valve 1 inch,صمامات 1 inch,HW-104195,6863922189724,CAT032,,none,41.718,63.252,pc,Total,TOT-84213,25,wac,45.949
Karcher Sandpaper Sheet 18 Gauge,ورق صنفرة 18 Gauge,HW-104196,6473640546645,CAT064,,none,5.027,7.762,PCS,Karcher,KAR-63685,'10,wac,5.914
Stanley Laser Level Small,ميزان ليزر Small,HW-104197,6625313839442,CAT088,,none,8.368,10.302,PCS,Stanley,STA-16586,25,wac,10.024
Gulf Star Galvanized Metal Sheet 10Kg,صفائح معدنية 10kg,HW-104198,6851906306873,CAT097,,none,7.734,10.605,PCS,Gulf Star,GUL-49146,10,fifo,KD 8.793
Truper Digging Spade 32Mm,مجارف 32mm,HW-104199,6595063756666,CAT081,,none,7.690,10.121,PCS,Truper,TRU-76516,20,fifo,8.553
Makita Safety Goggles 3/4 inch,نظارات واقية 3/4 inch,HW-104200,6535955856683,CAT054,,none,3.713,4.809,PCS,Makita,MAK-25094,10,wac,4.018
Crown Wood Router Large,,HW-104201,6870848488426,CAT006,,none,15.927,KD 23.907,Pieces,Crown,CRO-79347,10,fifo,18.107
Total Sandpaper Sheet 3/8 inch,ورق صنفرة 3/8 inch,HW-104202,6673044118425,CAT064,,none,1.162,1.526,PCS,Total,TOT-21565,10,fifo,1.332
Stanley Pop Rivet 1kg,مسامير برشام 1kg,HW-104203,6597958283665,CAT026,,none,4.206,5.748,PCS,Stanley,STA-24431,10,fifo,4.852
Truper Wood Screw 22 Gauge,,HW-104204,6431959334289,CAT019,,none,9.136,13.334,Nos,Truper,,5,wac,10.852
Skil Sprinkler Head 25kg,خراطيم ورشاشات 25kg,HW-104205,6151771372853,CAT082,,none,14.863,17.733,PCS,Skil,SKI-28732,50,wac,17.791
Metabo Copper Elbow 1/2 inch,وصلات نحاس 1/2 inch,HW-104206,6484248688060,CAT030,,none,7.958,9.437,PCS,Metabo,MET-14713,50,wac,KD 8.823
STANLEY PIPE SEALANT 1 INCH,شريط لحام وسدادات 1 inch,HW-104207,6857039160001,CAT035,,none,KWD 8.940,11.558,PCS,,STA-55529,15,wac,10.684
Karcher Welding Gloves 20L,ملحقات لحام 20L,HW-104208,6748729415391,CAT096,,none,22.680,27.966,pcs,Karcher,KAR-61149,25,wac,24.947
SKIL CABINET HINGE 2000W,تجهيزات خزائن 2000W,HW-104209,6139782060975,CAT078,,none,10.145,14.565,pc,Skil,SKI-35209,20,wac,11.897
Yato Circular Saw 22 Gauge,مناشير دائرية 22 Gauge,HW-104210,6157619239991,CAT004,,none,22.093,29.368,PCS,Yato,YAT-31302,15,wac,25.746
Al-Fanar Door Hinge 900W,مفصلات أبواب 900W,HW-104211,6514166791876,CAT075,,none,5.683,KWD 7.514,Pieces,Al-Fanar,AL--93521,50,wac,6.798
  Metabo Circular Saw 900W,مناشير دائرية 900W,HW-104212,6478020190578,CAT004,,none,9.685,13.363,PCS,Metabo,,5,wac,11.576
  TOLSEN TOOL KIT 8MM PIECES,طقم عدة 8mm,HW-104213,6274346194330,CAT016,,none,14.743,21.747,PCS,,TOL-43730,20,wac,17.675
Yato  PPR Pipe 1/2 inch,مواسير بي بي آر 1/2 inch,HW-104214,6532868435495,CAT031,,none,KD 18.338,22.733,PCS,Yato,YAT-26208,'50,wac,21.789
RIDGID STEEL TOE SAFETY BOOTS 40MM,أحذية سلامة 40mm,HW-104215,6245859112984,CAT053,,none,20.940,28.943,pc,Ridgid,RID-89924,20,wac,24.545
Total Wall Primer 24 Gauge,برايمر 24 Gauge,HW-104216,6344079978223,CAT046,,batch,KWD 0.204,0.284,Pieces,Total,TOT-44196,50,fifo,0.239
Hitachi Kitchen Mixer Medium,حنفيات وخلاطات Medium,HW-104217,6940983855392,CAT033,,none,3.613,5.477,PCS,Hitachi,HIT-60124,10,fifo,KD 4.243
Gulf  Star Combination Wrench 10mm,مفاتيح ربط 10mm,HW-104218,6823986178488,CAT010,,none,4.539,6.797,PCS,Gulf Star,GUL-46370,'5,fifo,5.131
Yato Sprinkler Head 22 Gauge,خراطيم ورشاشات 22 Gauge,HW-104219,6542806968963,CAT082,,none,3.406,4.647,pcs,Yato,YAT-54155,25,wac,3.933
Black+Decker Combination Pliers Small,زرادية Small,HW-104220,6917630213861,CAT012,,none,7.141,9.013,PCS,Black+Decker,BLA-14829,20,wac,KD 8.092
Crown Door Lock Small,أقفال Small,HW-104221,6235415791272,CAT076,,none,4.970,6.426,PCS,Crown,CRO-18891,25,wac,5.841
Karcher Drawer Slide 1L,تجهيزات خزائن 1L,HW-104222,6906409832774,CAT078,,none,6.861,9.663,PCS,Karcher,KAR-31809,50,fifo,8.027
black+decker hi-vis safety vest 3/4 inch,,HW-104223,6598785583738,CAT055,,none,23.177,35.156,PCS,Black+Decker,,20,wac,27.535
Hilti Cutting Disc 1kg,أقراص قطع 1kg,HW-104224,6763708239565,CAT066,,none,23.545,34.496,PCS,Hilti,HIL-75879,'5,wac,28.046
Crown  Circular Saw 750W,مناشير دائرية 750W,HW-104225,6315563066737,CAT004,,none,20.530,KD 30.048,PCS,Crown,CRO-89412,10,wac,24.536
Hitachi Pipe Sealant 25mm,شريط لحام وسدادات 25mm,HW-104226,6444655208193,CAT035,,none,4.004,5.682,PCS,Hitachi,,25,wac,4.617
Total Welding Electrode 5kg,,HW-104227,6698809757679,CAT095,,none,13.471,16.101,PCS,Total,TOT-45272,50,wac,15.233
Sata Welding Gloves 750W,ملحقات لحام 750W,HW-104228,6711388148135,CAT096,,none,10.442,16.046,PCS,Sata,SAT-89875,20,wac,12.069
Truper Spray Paint Can XL,بخاخ دهان XL,HW-104229,6926710703380,CAT047,,batch,3.593,KWD 4.481,PCS,,TRU-81792,25,wac,3.977
Bosch Pop Rivet 1/2 inch,مسامير برشام 1/2 inch,HW-104230,6807564280511,CAT026,,none,17.894,21.861,pcs,Bosch,BOS-42705,5,wac,KWD 19.419
DeWalt Sandpaper Sheet 20L,ورق صنفرة 20L,HW-104231,6492476756136,CAT064,,none,23.257,32.254,PCS,DeWalt,DEW-5518,15,fifo,27.305
Karcher Extension Cord 5kg.,,HW-104232,6985244507300,CAT042,,none,12.879,17.248,PCS,Karcher,KAR-2116,25,wac,14.803
Al-Fanar Adjustable Wrench 10kg,مفاتيح ربط 10kg,HW-104233,6453341296131,CAT010,,none,15.242,20.995,PCS,Al-Fanar,AL--12712,15,wac,17.840
YATO TOOL KIT 1/4 INCH PIECES,,HW-104234,6274166320927,CAT016,,none,15.495,22.598,pc,Yato,YAT-42866,50,wac,18.501
"Karcher Enamel Paint 25kg,",,HW-104235,6907725108838,CAT045,,batch,18.073,KD 23.116,pc,Karcher,KAR-98042,'20,wac,19.917
Hitachi Wall Plug Large,مثبتات جدارية Large,HW-104236,6663088988215,CAT024,,none,KD 16.490,20.064,Pieces,Hitachi,HIT-83770,20,fifo,KD 18.807
"Ridgid MCB Circuit Breaker 750W,",قواطع كهربائية 750W,HW-104237,6871479839732,CAT039,,none,15.314,22.406,PCS,Ridgid,RID-1346,10,fifo,16.924
Crown Garden Hose 1500W,خراطيم ورشاشات 1500W,HW-104238,6398462492659,CAT082,,none,5.999,7.366,pcs,Crown,CRO-90284,25,wac,6.560
MAKITA HI-VIS SAFETY VEST 4L,سترات عاكسة 4L,HW-104239,6724063132872,CAT055,,none,0.329,0.435,Nos,Makita,MAK-1320,5,wac,0.359
Stanley PPR Pipe 4L,مواسير بي بي آر 4L,HW-104240,6672703361773,CAT031,,none,15.390,21.362,PCS,Stanley,STA-70748,25,wac,18.261
Sata Steel Chain 20 Gauge,سلاسل 20 Gauge,HW-104241,6265783762340,CAT079,,none,KD 0.524,0.759,PCS,Sata,SAT-81994,50,wac,0.600
  Gulf Star Epoxy Adhesive 16 Gauge,إيبوكسي 16 Gauge,HW-104242,6721293028029,CAT060,,batch,KD 7.289,9.488,pcs,Gulf Star,GUL-9275,20,fifo,8.609
Skil Phillips Screwdriver 4L,مفكات 4L,HW-104243,6295962764265,CAT011,,none,KD 18.230,28.205,PCS,Skil,SKI-78557,50,wac,20.619
Skil Jigsaw 5kg,مناشير منحنية 5kg,HW-104244,6609177007983,CAT005,,none,0.415,0.545,PCS,Skil,SKI-29638,20,wac,0.473
Hitachi Super Glue 10kg,لاصق سريع 10kg,HW-104245,6914214485775,CAT061,,batch,7.432,8.926,PCS,Hitachi,HIT-90708,50,wac,8.295
 Yato Thermal Insulation Sheet 1/4 inch ,عزل 1/4 inch,HW-104246,6102814381355,CAT070,,none,21.365,KWD 27.608,PCS,Yato,YAT-99749,20,wac,23.706
Bosch  Locking Pliers 450W,زرادية 450W,HW-104247,6585616784343,CAT012,,none,5.585,7.224,PCS,Bosch,BOS-39065,'15,wac,6.160
Crown Construction Adhesive 8mm,لاصق إنشائي 8mm,HW-104248,6833910196496,CAT059,,batch,10.562,14.590,PC,Crown,CRO-44972,25,wac,11.414
Al-Fanar Wheelbarrow 50mm,عربات يدوية 50mm,HW-104249,6546771718477,CAT073,,none,20.820,29.425,PCS,Al-Fanar,AL--38311,25,fifo,23.320
Ridgid Pop Rivet 1/2 inch,مسامير برشام 1/2 inch,HW-104250,6166880047264,CAT026,,none,20.347,24.345,PCS,Ridgid,RID-17589,50,wac,22.356
Sata Emulsion Paint 25kg,دهان مائي 25kg,HW-104251,6934089335424,CAT044,,batch,23.119,31.232,PCS,Sata,SAT-65139,25,wac,25.715
Sata Galvanized Metal Sheet 3/4 inch,صفائح معدنية 3/4 inch,HW-104252,6731376594342,CAT097,,none,4.832,7.194,PCS,Sata,SAT-87406,5,wac,5.304
  Makita Spring Washer 25mm,حلقات 25mm,HW-104253,6626667859393,CAT023,,none,16.016,18.962,PCS,Makita,MAK-60403,20,wac,17.467
al-fanar vernier caliper 24 gauge,فرجار قياس 24 Gauge,HW-104254,6795219538007,CAT089,,none,18.219,22.086,PCS,Al-Fanar,AL--87814,20,fifo,20.342
Stanley PVC Conduit Pipe Medium,,HW-104255,6290445140821,CAT041,,none,21.026,25.906,PCS,Stanley,STA-33729,20,wac,23.595
Makita Jigsaw 50mm,,HW-104256,6117936225102,CAT005,,none,8.534,12.320,PCS,Makita,,5,wac,9.468
Al-Fanar Self Tapping Screw 20mm,براغي ذاتية التنصيت 20mm,HW-104257,6606353984598,CAT021,,none,7.046,10.850,PCS,Al-Fanar,AL--29157,25,fifo,7.714
Metabo Welding Electrode 20 Gauge.,,HW-104258,6962132859184,CAT095,,none,2.915,4.167,PCS,Metabo,MET-75334,50,wac,3.451
Ridgid Tile Adhesive Bag Medium,لاصق بلاط Medium,HW-104259,6897555889197,CAT071,,none,15.392,19.121,PCS,Ridgid,RID-26116,15,wac,17.259
SATA POWER SOCKET 50KG,مفاتيح وأفياش 50kg,HW-104260,6132218112202,CAT038,,none,4.186,5.275,PCS,Sata,SAT-38077,10,wac,4.538
truper wall plug medium,مثبتات جدارية Medium,HW-104261,6621894841759,CAT024,,none,3.635,4.370,PCS,Truper,TRU-97687,5,wac,KWD 4.278
Hilti Inverter Generator 20 Gauge,مولدات كهرباء 20 Gauge,HW-104262,6114505269576,CAT007,,none,13.604,19.123,PC,Hilti,HIL-69114,50,wac,KWD 14.911
INGCO STEEL TOE SAFETY BOOTS 20L,,HW-104263,6459749470070,CAT053,,none,11.511,14.086,PCS,Ingco,ING-80895,25,wac,KWD 13.006
Truper Aluminium Ladder 1/4 inch,سلالم ألمنيوم 1/4 inch,HW-104264,6556599996613,CAT091,,none,8.642,12.668,PCS,Truper,TRU-70046,10,wac,9.533
Hitachi Laser Level 2000W,ميزان ليزر 2000W,HW-104265,6849929699031,CAT088,,none,1.843,2.424,PC,Hitachi,HIT-13318,50,fifo,2.093
Yato Garden Cart 450W,عربات حديقة 450W,HW-104266,6743309887531,CAT084,,none,15.572,KWD 22.954,pcs,Yato,YAT-26400,25,wac,18.652
Sata Circular Saw 5kg,مناشير دائرية 5kg,HW-104267,6709868538707,CAT004,,none,276.360,391.561,PCS,Sata,SAT-32379,25,wac,322.661
Hitachi Screwdriver Set 5kg,مفكات 5kg,HW-104268,6764714644268,CAT011,,none,5.822,7.699,pc,Hitachi,HIT-28934,50,wac,6.529
Bosch Machine Screw Medium,,HW-104269,6369099408847,CAT020,,none,21.765,31.981,PCS,,,25,wac,24.924
Black+Decker Dust Mask Respirator 40mm,أقنعة تنفس 40mm,HW-104270,6457663915441,CAT056,,none,11.420,15.453,PCS,Black+Decker,BLA-51241,5,fifo,13.464
TRUPER PORTABLE GENERATOR 16 GAUGE,مولدات كهرباء 16 Gauge,HW-104271,6305522079049,CAT007,,none,8.536,10.949,PCS,Truper,TRU-44204,50,wac,9.499
Hilti PVC Pipe 10mm,مواسير بي في سي 10mm,HW-104272,6200082790395,CAT029,,none,6.153,8.982,PCS,Hilti,HIL-13920,20,fifo,7.225
Truper Common Nail 18L,مسامير 18L,HW-104273,6686771440031,CAT025,,none,22.138,31.152,PCS,,TRU-68897,15,wac,25.479
skil hi-vis safety vest 18l,سترات عاكسة 18L,HW-104274,6261324675504,CAT055,,none,16.241,KWD 24.801,PCS,Skil,SKI-99036,25,wac,17.859
sata copper tee 5kg,وصلات نحاس 5kg,HW-104275,6532601479595,CAT030,,none,24.985,33.914,PC,Sata,SAT-51438,5,wac,29.845
Yato Aluminium Ladder 10kg,سلالم ألمنيوم 10kg,HW-104276,6324282475004,CAT091,,none,KWD 10.790,KWD 15.692,PCS,Yato,YAT-80871,10,wac,12.299
Hitachi Mini Grinder 18 Gauge,صنفرة زاوية 18 Gauge,HW-104277,6973693329380,CAT003,,none,12.035,17.419,pc,Hitachi,HIT-75151,15,wac,14.176
Stanley Wall Plug 12mm,,HW-104278,6926590526587,CAT024,,none,0.457,0.596,PCS,Stanley,STA-19231,10,wac,0.513
Total Extension Cord 6mm,وصلات كهرباء 6mm,HW-104279,6138548665643,CAT042,,none,4.511,KWD 6.767,PCS,Total,TOT-53307,20,wac,5.043
BLACK+DECKER PU FOAM FILLER LARGE,رغوة عازلة Large,HW-104280,6543356450271,CAT062,,batch,17.531,22.925,PCS,Black+Decker,BLA-28252,10,wac,KD 19.264
bosch cabinet hinge 3/4 inch,تجهيزات خزائن 3/4 inch,HW-104281,6519063232070,CAT078,,none,12.139,KWD 17.325,PCS,Bosch,BOS-66210,10,wac,14.218
skil tile adhesive bag 32mm,,HW-104282,6488384731655,CAT071,,none,22.896,33.278,PCS,Skil,SKI-36210,25,wac,27.174
Ingco Claw Hammer 8mm,مطارق 8mm,HW-104283,6124038024076,CAT013,,none,KD 0.587,0.888,pc,Ingco,ING-42580,15,fifo,0.676
Total Circular Saw 12mm,مناشير دائرية 12mm,HW-104284,6307450564082,CAT004,,none,11.852,15.051,PCS,Total,TOT-78351,10,wac,12.828
Karcher Extension Cord 4L,وصلات كهرباء 4L,HW-104285,6275043071910,CAT042,,none,2.673,KD 4.120,PCS,Karcher,KAR-14833,50,wac,KD 2.992
Tolsen Flexible Wire 1 inch,,HW-104286,6277653209247,CAT037,,none,15.799,23.812,PCS,Tolsen,TOL-71393,50,wac,17.413
Makita LED Bulb 10kg,إنارة 10kg,HW-104287,6170118873750,CAT040,,none,20.978,29.038,pc,Makita,MAK-35676,20,fifo,23.781
Yato Wheelbarrow Large,عربات يدوية Large,HW-104288,6981158833396,CAT073,,none,2.839,KD 3.814,PCS,Yato,YAT-14852,25,wac,3.138
Hitachi Welding Gloves 1L,ملحقات لحام 1L,HW-104289,6886545251582,CAT096,,none,KD 16.538,25.457,PC,Hitachi,HIT-27121,5,wac,19.348
Skil Grinding Disc 6mm,أقراص جلخ 6mm,HW-104290,6764524593792,CAT065,,none,14.907,20.768,PCS,Skil,SKI-1646,15,wac,17.047
Gulf Star Tile Adhesive Bag 3/8 inch,,HW-104291,6725565815454,CAT071,,none,32.620,42.719,PCS,Gulf Star,GUL-83352,20,wac,36.020
Hilti Gate Valve Medium,صمامات Medium,HW-104292,6798288159663,CAT032,,none,6.179,8.471,PCS,Hilti,HIL-13683,25,fifo,6.836
Hitachi Paint Roller 450W,فرش ورولات 450W,HW-104293,6454726711155,CAT048,,none,22.359,31.363,PCS,Hitachi,HIT-92542,15,wac,25.616
Crown Emulsion Paint 2000W,دهان مائي 2000W,HW-104294,6628427359075,CAT044,,batch,4.411,5.911,PCS,,CRO-64271,25,wac,4.918
Sata Combination Pliers 22 Gauge,زرادية 22 Gauge,HW-104295,6972100753799,CAT012,,none,14.091,19.581,PCS,Sata,SAT-4434,5,fifo,16.745
Sata ARC Welding Machine 1500W,ماكينات لحام 1500W,HW-104296,6181243830449,CAT008,,none,KWD 30.638,40.148,pc,Sata,SAT-74313,'25,fifo,35.749
Al-Fanar Safety Goggles Small,نظارات واقية Small,HW-104297,6204882737001,CAT054,,none,15.047,21.000,PCS,Al-Fanar,AL--72863,10,wac,16.427
Ingco Pop Rivet 650W,مسامير برشام 650W,HW-104298,6404909219792,CAT026,,none,1.224,1.586,PCS,Ingco,ING-52923,15,wac,1.397
Stanley Vernier Caliper 1/4 inch,,HW-104299,6425003559643,CAT089,,none,16.697,KD 23.682,PCS,Stanley,STA-9309,20,wac,19.098
Al-Fanar Galvanized Metal Sheet 50mm,,HW-104300,6406434327729,CAT097,,none,24.308,30.906,PCS,Al-Fanar,AL--65421,'15,fifo,26.391
Sata Tape Measure 3/8 inch,أشرطة قياس 3/8 inch,HW-104301,6665741586060,CAT086,,none,16.016,22.795,PCS,,SAT-56589,15,wac,18.645
Bosch Tool Kit Medium Pieces,طقم عدة Medium,HW-104302,6537937337709,CAT016,,none,22.573,31.517,PCS,Bosch,BOS-78469,50,wac,25.268
Tolsen Construction Adhesive 3/4 inch,لاصق إنشائي 3/4 inch,HW-104303,6940585844449,CAT059,,batch,7.727,10.476,PCS,Tolsen,TOL-76672,15,fifo,8.409
Ingco Scaffolding Frame 20L,سقالات 20L,HW-104304,6789124706944,CAT072,,none,KWD 7.735,10.176,pcs,Ingco,ING-93746,20,wac,8.708
Ridgid Paint Roller 10mm,فرش ورولات 10mm,HW-104305,6524118036375,CAT048,,none,12.306,15.503,Pieces,Ridgid,RID-88404,50,wac,KD 14.503
Stanley Vernier Caliper 3/4 inch,فرجار قياس 3/4 inch,HW-104306,6146642556293,CAT089,,none,17.743,23.698,PCS,Stanley,STA-91879,25,fifo,20.354
DEWALT PIPE SEALANT 750W,شريط لحام وسدادات 750W,HW-104307,6530193858227,CAT035,,none,KD 16.976,20.924,PCS,DeWalt,DEW-25551,15,fifo,18.391
Hilti Circular Saw 10kg,مناشير دائرية 10kg,HW-104308,6313730319312,CAT004,,none,12.160,15.020,PCS,Hilti,HIL-36010,5,fifo,13.781
Sata Wood Chisel 650W,إزميل 650W,HW-104309,6637224781256,CAT015,,none,0.287,0.349,PC,Sata,SAT-86155,50,fifo,0.317
Al-Fanar Tile Adhesive Bag 3/8 inch,لاصق بلاط 3/8 inch,HW-104310,6378655023370,CAT071,,none,1.314,1.792,PCS,Al-Fanar,AL--49984,15,wac,1.542
Truper Wood Screw 900W,براغي خشب 900W,HW-104311,6357723592046,CAT019,,none,2.942,3.737,PCS,Truper,TRU-56105,10,wac,3.257
Yato Welding Electrode 1/2 inch,,HW-104312,6669383808265,CAT095,,none,3.915,5.476,PCS,Yato,YAT-65868,5,fifo,4.697
Karcher Dust Mask Respirator 20mm,,HW-104313,6363663930822,CAT056,,none,288.967,437.689,PCS,Karcher,,15,wac,345.065
DeWalt MCB Circuit Breaker 50kg,قواطع كهربائية 50kg,HW-104314,6329067847182,CAT039,,none,3.274,4.710,PCS,DeWalt,DEW-66898,25,wac,3.654
Al-Fanar Tile Adhesive Bag 22 Gauge,لاصق بلاط 22 Gauge,HW-104315,6873203356468,CAT071,,none,8.823,KD 10.675,PCS,Al-Fanar,AL--28962,10,wac,KWD 10.568
Makita Wheelbarrow 22 Gauge,عربات يدوية 22 Gauge,HW-104316,6256367327631,CAT073,,none,223.901,295.926,PCS,Makita,MAK-20071,20,fifo,257.227
karcher welding electrode 25kg,,HW-104317,6957298585520,CAT095,,none,191.566,270.922,PC,Karcher,KAR-37285,10,wac,KWD 223.075
Skil Paint Brush 12mm,فرش ورولات 12mm,HW-104318,6330267287593,CAT048,,none,101.059,140.944,PCS,Skil,,5,wac,KD 118.947
Black+Decker PVC Conduit Pipe 9L,مواسير كهرباء 9L,HW-104319,6302979485320,CAT041,,none,KWD 19.830,29.467,PCS,Black+Decker,BLA-37740,20,fifo,21.709
Ridgid Door Handle 9L,مقابض أبواب 9L,HW-104320,6638686724118,CAT077,,none,11.194,13.804,PC,Ridgid,,50,wac,12.403
Stanley Tile Adhesive Bag 650W,,HW-104321,6804191394407,CAT071,,none,19.920,29.247,PCS,Stanley,STA-51846,20,fifo,22.441
Yato Platform Ladder 3/8 inch.,سلالم منصة 3/8 inch,HW-104322,6210525484377,CAT093,,none,20.801,30.610,PCS,Yato,YAT-18241,10,wac,23.071
Yato Pop Rivet 6mm,مسامير برشام 6mm,HW-104323,6848071221343,CAT026,,none,14.632,20.733,PC,Yato,YAT-65648,10,wac,16.184
Crown Hi-Vis Safety Vest 2000W,سترات عاكسة 2000W,HW-104324,6203707813030,CAT055,,none,10.802,15.398,PCS,Crown,CRO-78254,50,fifo,12.770
Karcher Welding Electrode Small,أسياخ لحام Small,HW-104325,6388978508158,CAT095,,none,KD 3.725,5.667,PCS,Karcher,KAR-9129,25,wac,4.406
BOSCH DRAWER SLIDE 32MM,تجهيزات خزائن 32mm,HW-104326,6752692958781,CAT078,,none,20.319,28.153,PCS,Bosch,BOS-66829,15,wac,23.911
  DeWalt Portable Generator 24 Gauge,,HW-104327,6542844848701,CAT007,,none,20.719,29.994,PCS,DeWalt,DEW-60063,25,fifo,24.510
Ridgid Wood Screw 1L,براغي خشب 1L,HW-104328,6482776991526,CAT019,,none,21.426,30.874,PCS,Ridgid,RID-63231,25,wac,KWD 23.941
DeWalt Mini Grinder 9L  ,صنفرة زاوية 9L,HW-104329,6417272636003,CAT003,,none,5.283,7.178,Nos,DeWalt,DEW-12480,50,fifo,5.780
Black+Decker Mini Grinder 2000W,,HW-104330,6324998928679,CAT003,,none,1.006,1.381,Pieces,,BLA-12933,10,wac,1.137
DeWalt Copper Tee 9L,,HW-104331,6292077242856,CAT030,,none,9.759,12.349,PCS,DeWalt,DEW-71045,10,wac,10.813
Al-Fanar Hex Nut Large,صواميل وبراغي Large,HW-104332,6784127979162,CAT022,,none,23.443,33.105,PCS,Al-Fanar,AL--3174,5,wac,26.828
Al-Fanar Laser Level 25kg,,HW-104333,6735822256418,CAT088,,none,8.365,11.701,PCS,Al-Fanar,AL--79292,20,fifo,9.861
Black+Decker Wall Primer 18L,برايمر 18L,HW-104334,6713810783262,CAT046,,batch,22.897,31.489,Nos,Black+Decker,BLA-90271,5,wac,25.276
Hilti Cement Bag 6mm,أسمنت وملاط 6mm,HW-104335,6762206330946,CAT069,,none,17.565,26.467,PCS,Hilti,HIL-70111,15,wac,20.114
Makita Pop Rivet 4L,مسامير برشام 4L,HW-104336,6931566695831,CAT026,,none,18.995,22.702,PCS,Makita,MAK-73670,20,fifo,21.352
Crown Welding Gloves Large,ملحقات لحام Large,HW-104337,6940237208993,CAT096,,none,22.817,32.520,PCS,Crown,CRO-70080,50,wac,25.367
Truper Kitchen Mixer 450W,حنفيات وخلاطات 450W,HW-104338,6147620807366,CAT033,,none,6.024,KD 8.890,PCS,Truper,TRU-96476,25,wac,6.842
Sata Spray Paint Can 1L,,HW-104339,6346617331540,CAT047,,batch,19.842,30.584,pc,Sata,SAT-10165,20,wac,KD 22.837
Karcher Sandpaper Sheet 3/4 inch,ورق صنفرة 3/4 inch,HW-104340,6403745391401,CAT064,,none,0.825,0.995,Pieces,Karcher,,20,wac,0.898
