Account No,Customer Name,Phone,Credit Limit,Outstanding Balance,Salesman,Payment Terms
CN-03742,Salmi Contracting Co,63972207,,2064.63,Khaled,90 days
CN-03743,Falcon Contracting Co,94004286,10000,KWD 2750.25,Suresh,90 days
CN-03744,Fahad Builders,92771615,,492.49,Joseph,45 days
CN-03745,Pearl Workshop,55842109,10000,"2,895.24",Suresh,45 days
CN-03746,Al Manar Contracting Co,56016368,,"3.011,83",Khaled,30 days
CN-03747,Burgan Trading Est,59259567,5000,3760.24,Rakesh,45 days
CN-03748,Capital Trading Est,65473469,5000,3267.38,Suresh,90 days
CN-03749,Al Rai Interiors,96509601,2500,KWD 562.53,Rakesh,Cash
CN-03750,Burgan Maintenance Co,95377374,1000,513.86,Mahmoud,90 days
CN-03751,Sabah Workshop,93119302,10000,"3,944.04",Khaled,90 days
CN-03752,Mubarak Engineering,99355862,5000,"3.264,80",Rakesh,45 days
CN-03753,Desert Real Estate,95058465,,3886.48,Mahmoud,45 days
CN-03754,Reliable Construction,63591081,5000,3095.10,Rakesh,30 days
CN-03755,Pearl Real Estate,61600253,10000,KWD 577.23,Khaled,COD
CN-03756,National Construction,54655986,2500,58.60,Suresh,Cash
CN-03757,United Maintenance Co,98698644,1000,330.48,Suresh,Cash
CN-03758,United Construction,95127758,10000,"808,57",Anwar,60 days
CN-03759,Capital Maintenance Co,62876858,10000,3488.48,Mahmoud,90 days
CN-03760,Pearl Real Estate,67750658,10000,1211.11,Mahmoud,90 days
CN-03761,Oasis Trading Est,91828371,1000,KWD 3855.93,Anwar,Cash
CN-03762,Salmi Builders,63625411,10000,3739.36,Khaled,45 days
CN-03763,Oasis Interiors,92195976,5000,"2,542.66",Mahmoud,30 days
CN-03764,Fahad MEP Services,59349985,1000,"68,67",Mahmoud,90 days
CN-03765,Kazma Builders,92898917,2500,2248.52,Joseph,60 days
CN-03766,Al Rai Real Estate,92523157,5000,2186.35,Mahmoud,45 days
CN-03767,United Builders,54805818,,KWD 3181.28,Joseph,90 days
CN-03768,Falcon Builders,93595095,,399.80,Suresh,45 days
CN-03769,Kazma Maintenance Co,62458153,1000,"3,026.75",Mahmoud,COD
CN-03770,Oasis MEP Services,57466615,2500,"2.605,39",Suresh,90 days
CN-03771,Burgan Construction,53064996,2500,1227.71,Suresh,45 days
CN-03772,Salmi MEP Services,59257452,10000,250.62,Anwar,30 days
CN-03773,Pearl Interiors,67964365,1000,KWD 1414.49,Suresh,60 days
CN-03774,National Maintenance Co,92895000,5000,278.81,Suresh,60 days
CN-03775,Marina Interiors,52015272,1000,256.91,Joseph,30 days
CN-03776,Modern Real Estate,56447440,10000,"361,40",Mahmoud,60 days
CN-03777,Reliable Real Estate,56090473,2500,908.98,Rakesh,45 days
CN-03778,Marina MEP Services,96146576,1000,953.13,Khaled,30 days
CN-03779,Marina Interiors,64511270,5000,KWD 749.90,Suresh,90 days
CN-03780,Fahad Maintenance Co,99822603,10000,3802.90,Rakesh,30 days
CN-03781,Reliable Construction,55900811,1000,"2,510.95",Khaled,60 days
CN-03782,Salmi Real Estate,92293127,5000,"3.926,53",Rakesh,COD
CN-03783,Prime Interiors,69536205,10000,729.85,Rakesh,30 days
CN-03784,Burgan Workshop,64433170,,731.49,Khaled,90 days
CN-03785,Kazma Real Estate,97071210,1000,KWD 805.23,Rakesh,90 days
CN-03786,Fahad Workshop,92466129,5000,426.95,Rakesh,90 days
CN-03787,Falcon Workshop,54430477,10000,"1,165.84",Rakesh,60 days
CN-03788,Al Manar Builders,62459839,1000,"3.470,01",Joseph,Cash
CN-03789,Gulf Engineering,51566645,2500,1886.45,Anwar,COD
CN-03790,Burgan MEP Services,96235825,,3993.76,Khaled,60 days
CN-03791,Falcon MEP Services,56961350,2500,KWD 3681.15,Joseph,60 days
CN-03792,Fahad Trading Est,94256984,10000,2286.45,Suresh,60 days
CN-03793,Pearl MEP Services,63916605,1000,"3,006.74",Rakesh,Cash
CN-03794,Gulf MEP Services,95950316,2500,"1.446,91",Anwar,30 days
CN-03795,Capital Builders,96410255,1000,3970.02,Anwar,30 days
CN-03796,Oasis Construction,58385535,1000,359.22,Khaled,90 days
CN-03797,National Engineering,62547009,5000,KWD 3140.54,Mahmoud,30 days
CN-03798,Mubarak Maintenance Co,91572128,1000,2392.38,Suresh,90 days
CN-03799,United Real Estate,58368733,,"1,374.58",Suresh,90 days
CN-03800,Prime Workshop,54210790,,"3.625,05",Rakesh,30 days
CN-03801,Falcon Engineering,98804184,,2366.97,Khaled,30 days
CN-03802,Falcon Maintenance Co,66893186,,3642.69,Khaled,COD
CN-03803,Sabah Maintenance Co,91709917,,KWD 3054.98,Khaled,COD
CN-03804,Mubarak Interiors,67770779,1000,2102.11,Anwar,30 days
CN-03805,Sabah Builders,65585891,,977.68,Joseph,30 days
CN-03806,Oasis Maintenance Co,65645467,,"2.480,46",Suresh,60 days
CN-03807,National Workshop,92047871,2500,2829.55,Anwar,60 days
CN-03808,Prime Real Estate,67338334,1000,2623.38,Suresh,90 days
CN-03809,Fahad Real Estate,69557069,1000,KWD 1639.39,Suresh,60 days
CN-03810,Oasis MEP Services,59882800,10000,2554.73,Rakesh,Cash
CN-03811,United Trading Est,98142465,2500,"1,521.80",Rakesh,30 days
CN-03812,Capital Builders,68238419,1000,"718,68",Joseph,COD
CN-03813,Falcon Trading Est,56623730,1000,2407.65,Suresh,90 days
CN-03814,Modern Maintenance Co,65416188,10000,1308.16,Rakesh,90 days
CN-03815,Kazma Construction,52135574,2500,KWD 2937.85,Suresh,Cash
CN-03816,Modern Trading Est,54178684,,1964.21,Suresh,Cash
CN-03817,Desert Engineering,99124179,,635.56,Mahmoud,30 days
CN-03818,Burgan Workshop,65523827,,"100,82",Mahmoud,60 days
CN-03819,Al Manar Trading Est,62921736,5000,109.42,Mahmoud,30 days
CN-03820,Prime Construction,69815544,5000,-,Joseph,Cash
CN-03821,United Construction,57164263,2500,KWD 2461.26,Joseph,COD
CN-03822,Pearl MEP Services,63733416,10000,143.97,Suresh,Cash
CN-03823,Burgan Interiors,57348120,,"2,824.09",Rakesh,COD
CN-03824,Al Manar Interiors,95871479,2500,"781,69",Anwar,90 days
CN-03825,Desert Builders,66373691,1000,3824.20,Joseph,60 days
CN-03826,Marina MEP Services,97038729,,-,Anwar,90 days
CN-03827,Fahad Real Estate,64716482,1000,KWD 403.72,Rakesh,45 days
CN-03828,Modern Maintenance Co,95271678,,1004.12,Anwar,90 days
CN-03829,Modern Builders,66455073,5000,148.18,Khaled,60 days
CN-03830,Mubarak MEP Services,53613274,1000,"872,98",Rakesh,60 days
CN-03831,Fahad Interiors,54877534,2500,3313.20,Anwar,90 days
CN-03832,Prime Contracting Co,58763640,1000,235.80,Anwar,60 days
CN-03833,Salmi Real Estate,58952402,5000,KWD 1409.68,Joseph,45 days
CN-03834,Fahad Maintenance Co,67311007,10000,1488.09,Joseph,COD
CN-03835,Pearl MEP Services,68138833,2500,"1,208.67",Joseph,45 days
CN-03836,Gulf Builders,68313799,1000,"3.875,50",Joseph,30 days
CN-03837,Mubarak Real Estate,59925997,5000,2359.88,Suresh,30 days
CN-03838,Prime Interiors,94526455,1000,3974.10,Joseph,90 days
CN-03839,Mubarak Real Estate,97753557,10000,KWD 1970.52,Mahmoud,45 days
CN-03840,Modern Builders,95461182,1000,1303.71,Suresh,60 days
CN-03841,Desert MEP Services,51802387,,"1,382.78",Khaled,COD
CN-03842,Desert Workshop,65307725,10000,"611,79",Rakesh,60 days
CN-03843,Burgan Real Estate,92335469,,1898.56,Anwar,60 days
CN-03844,Al Rai Contracting Co,59962338,5000,1722.00,Joseph,COD
CN-03845,Pearl Trading Est,54724467,2500,KWD 3639.68,Mahmoud,30 days
CN-03846,Mubarak Real Estate,57983959,1000,1721.54,Mahmoud,30 days
CN-03847,Pearl Workshop,65266422,,"1,112.17",Rakesh,90 days
CN-03848,Desert Trading Est,57640336,1000,"3.404,43",Khaled,30 days
CN-03849,Marina Engineering,91088759,2500,684.21,Khaled,COD
CN-03850,Capital Maintenance Co,92465488,1000,612.26,Suresh,30 days
CN-03851,Modern Maintenance Co,98656990,,KWD 2477.26,Khaled,90 days
CN-03852,United Workshop,67523672,1000,2661.62,Khaled,60 days
CN-03853,Desert Maintenance Co,55519745,10000,"3,214.32",Mahmoud,Cash
CN-03854,Reliable Engineering,98823243,,"3.004,36",Rakesh,Cash
CN-03855,Oasis Contracting Co,63665089,,3023.03,Suresh,45 days
CN-03856,Sabah Interiors,53143505,,579.32,Anwar,Cash
CN-03857,Falcon Contracting Co,97457377,5000,KWD 3826.42,Khaled,90 days
CN-03858,Desert Builders,55562279,5000,2932.57,Mahmoud,60 days
CN-03859,Mubarak Contracting Co,95262128,10000,701.68,Khaled,90 days
CN-03860,Sabah Construction,67287318,1000,"1.224,19",Khaled,45 days
CN-03861,Salmi MEP Services,59876689,2500,1634.53,Anwar,90 days
CN-03862,Modern Construction,68516707,2500,833.41,Mahmoud,60 days
CN-03863,Al Rai Workshop,65084566,5000,KWD 1959.43,Rakesh,90 days
CN-03864,Marina Construction,63620260,,3833.14,Suresh,30 days
CN-03865,Oasis Contracting Co,68274626,10000,"2,677.35",Rakesh,COD
CN-03866,Oasis Engineering,99556266,5000,"911,82",Anwar,Cash
CN-03867,Marina Workshop,96726753,10000,2039.26,Joseph,30 days
CN-03868,Falcon Construction,94053210,5000,3956.08,Suresh,COD
CN-03869,Capital Trading Est,61977405,2500,KWD 3257.66,Mahmoud,30 days
CN-03870,Modern Construction,54526707,1000,1400.21,Mahmoud,30 days
CN-03871,Desert Builders,92123780,1000,"3,962.41",Anwar,45 days
CN-03872,Al Manar Contracting Co,91707211,2500,"3.452,46",Mahmoud,30 days
CN-03873,Kazma Real Estate,62370496,,1887.90,Rakesh,90 days
CN-03874,National Engineering,94456143,2500,3251.57,Anwar,90 days
CN-03875,Kazma MEP Services,98900466,,KWD 3259.69,Rakesh,90 days
CN-03876,Al Rai Engineering,64287717,2500,855.50,Mahmoud,Cash
CN-03877,Al Rai Builders,95657530,2500,33.51,Anwar,45 days
CN-03878,Falcon Builders,68750312,,"3.663,50",Mahmoud,30 days
CN-03879,Prime Workshop,59792402,5000,2452.89,Joseph,90 days
CN-03880,Gulf Interiors,98430275,10000,3539.00,Mahmoud,30 days
CN-03881,Falcon Trading Est,91768152,2500,KWD 3626.87,Anwar,90 days
CN-03882,Kazma Real Estate,97247238,1000,1426.11,Mahmoud,Cash
CN-03883,Kazma Workshop,52765872,5000,"1,030.93",Khaled,60 days
CN-03884,Mubarak Engineering,65601300,,"1.881,23",Rakesh,30 days
CN-03885,Al Manar Real Estate,65234443,,3638.49,Mahmoud,Cash
CN-03886,Modern MEP Services,66545633,2500,2107.89,Anwar,60 days
CN-03887,Oasis Interiors,61885865,10000,KWD 1414.24,Anwar,45 days
CN-03888,Falcon Contracting Co,98445659,,1833.89,Suresh,60 days
CN-03889,Marina Workshop,57838212,,958.91,Suresh,60 days
CN-03890,Capital Real Estate,59015927,,"294,17",Joseph,90 days
CN-03891,Al Rai MEP Services,57961534,5000,19.35,Suresh,Cash
CN-03892,Pearl Real Estate,55719841,10000,2322.88,Joseph,Cash
CN-03893,Oasis Real Estate,55657568,5000,KWD 2675.45,Mahmoud,30 days
CN-03894,Burgan Maintenance Co,65052236,,3919.17,Rakesh,30 days
CN-03895,Capital Engineering,69557346,1000,"1,537.61",Joseph,90 days
CN-03896,Al Rai Construction,93641262,1000,"3.780,13",Suresh,30 days
CN-03897,Capital Real Estate,92316224,1000,248.87,Suresh,90 days
CN-03898,Falcon Workshop,68854976,10000,2830.05,Anwar,60 days
CN-03899,Modern Engineering,69730156,5000,KWD 1287.79,Joseph,60 days
CN-03900,Burgan Workshop,56954629,2500,2860.51,Rakesh,60 days
CN-03901,Pearl Maintenance Co,94018652,1000,"2,684.02",Rakesh,60 days
CN-03902,Kazma Real Estate,97839525,10000,"3.883,68",Joseph,45 days
CN-03903,United Interiors,96639153,2500,2649.70,Anwar,90 days
CN-03904,Salmi Maintenance Co,56457215,2500,3487.26,Joseph,90 days
CN-03905,Kazma Real Estate,65135930,2500,KWD 1042.93,Mahmoud,60 days
CN-03906,Salmi Contracting Co,95644163,5000,3724.86,Suresh,COD
CN-03907,Kazma Construction,65892996,,144.57,Khaled,COD
CN-03908,National Trading Est,66255079,,"2.684,72",Khaled,90 days
CN-03909,Al Rai Maintenance Co,98998128,1000,1778.37,Suresh,45 days
CN-03910,Salmi Workshop,56896967,5000,1252.76,Suresh,60 days
CN-03911,Desert MEP Services,67979823,1000,KWD 305.82,Rakesh,60 days
CN-03912,Reliable Workshop,92853953,2500,845.38,Anwar,45 days
CN-03913,Reliable Maintenance Co,58049410,1000,470.83,Suresh,90 days
CN-03914,Al Manar MEP Services,55638581,,"752,23",Anwar,45 days
CN-03915,Marina Contracting Co,98868695,,3024.18,Rakesh,45 days
CN-03916,National Workshop,97350477,5000,348.08,Joseph,COD
CN-03917,Burgan MEP Services,67013310,5000,KWD 1000.15,Suresh,COD
CN-03918,Kazma Construction,59244498,,3929.55,Rakesh,90 days
CN-03919,Desert Workshop,65497609,1000,481.41,Mahmoud,30 days
CN-03920,Kazma Construction,91024475,1000,"2.481,44",Mahmoud,COD
CN-03921,Prime Trading Est,93517713,10000,3460.06,Joseph,45 days
CN-03922,Modern Contracting Co,96427293,1000,3576.00,Khaled,60 days
CN-03923,National Interiors,59249050,2500,KWD 3075.24,Anwar,45 days
CN-03924,Prime Construction,91276541,5000,2739.67,Rakesh,45 days
CN-03925,Al Manar Maintenance Co,62556865,,"2,319.71",Suresh,Cash
CN-03926,Desert Interiors,95404569,,"389,69",Suresh,30 days
CN-03927,Al Manar Real Estate,66178988,1000,1278.40,Anwar,Cash
CN-03928,Al Rai Interiors,51742356,5000,1113.33,Khaled,45 days
CN-03929,Sabah Interiors,56606103,5000,KWD 2738.13,Suresh,90 days
CN-03930,Al Rai MEP Services,56647484,1000,1034.37,Rakesh,Cash
CN-03931,Salmi Real Estate,94452372,,967.25,Khaled,Cash
CN-03932,Al Manar Maintenance Co,68917986,1000,"905,38",Joseph,90 days
CN-03933,Marina MEP Services,61256111,,3342.29,Rakesh,60 days
CN-03934,Falcon Builders,57275732,10000,2296.91,Rakesh,COD
CN-03935,Al Rai Trading Est,98445445,1000,KWD 1843.84,Rakesh,COD
CN-03936,Gulf Workshop,92187696,,2354.83,Rakesh,Cash
CN-03937,Mubarak Real Estate,93749422,,"1,016.53",Anwar,45 days
CN-03938,Mubarak Real Estate,53227103,,"1.047,52",Suresh,60 days
CN-03939,Kazma Workshop,63476353,,3509.41,Mahmoud,45 days
CN-03940,Reliable Real Estate,56888338,2500,1526.16,Rakesh,60 days
CN-03941,Prime Workshop,53312374,10000,KWD 2741.73,Anwar,COD
CN-03942,Fahad Interiors,92971797,,3548.73,Rakesh,COD
CN-03943,Marina Contracting Co,68027415,,"1,673.86",Mahmoud,45 days
CN-03944,Al Rai Workshop,68236904,10000,"166,47",Mahmoud,Cash
CN-03945,Burgan Builders,91618294,,2272.53,Joseph,60 days
CN-03946,Modern Interiors,66799226,,767.13,Khaled,Cash
CN-03947,Marina Construction,57418618,1000,KWD 2194.33,Joseph,Cash
CN-03948,Mubarak MEP Services,67936632,,3384.00,Suresh,45 days
CN-03949,Kazma Interiors,62589894,1000,"2,637.51",Suresh,45 days
CN-03950,Falcon Workshop,63231812,5000,"1.202,39",Joseph,60 days
CN-03951,Gulf Construction,58420572,5000,2250.18,Rakesh,Cash
CN-03952,United Builders,93487547,,2940.88,Rakesh,45 days
CN-03953,Fahad Interiors,63821985,1000,KWD 3296.73,Khaled,Cash
CN-03954,Desert Builders,68471550,,2441.42,Rakesh,45 days
CN-03955,Gulf Maintenance Co,54978332,10000,"3,117.80",Anwar,45 days
CN-03956,Oasis Construction,67761985,2500,"1.975,73",Anwar,COD
CN-03957,Sabah Engineering,99770787,1000,382.16,Suresh,90 days
CN-03958,Fahad Contracting Co,57636832,10000,3829.31,Anwar,30 days
CN-03959,Gulf Real Estate,95386935,2500,KWD 884.72,Anwar,30 days
CN-03960,Fahad MEP Services,94280406,,3185.13,Anwar,45 days
CN-03961,Fahad Real Estate,68753654,5000,"3,141.18",Anwar,Cash
CN-03962,Modern Maintenance Co,97259223,10000,"955,05",Khaled,30 days
CN-03963,Sabah Interiors,51295887,5000,3256.30,Joseph,60 days
CN-03964,Falcon Real Estate,69443949,1000,3138.28,Anwar,90 days
CN-03965,Falcon Construction,52448628,10000,KWD 1299.99,Mahmoud,Cash
CN-03966,Sabah Real Estate,69135750,10000,2565.79,Anwar,30 days
CN-03967,Marina Builders,53357149,10000,"1,278.71",Mahmoud,90 days
CN-03968,Fahad MEP Services,52644055,2500,"1.026,82",Anwar,60 days
CN-03969,Al Rai Trading Est,52366891,5000,2462.13,Anwar,COD
CN-03970,Fahad Builders,92204866,5000,374.91,Rakesh,45 days
CN-03971,Pearl Real Estate,58503136,1000,KWD 547.88,Suresh,COD
CN-03972,Gulf Trading Est,64153433,1000,1135.00,Rakesh,90 days
CN-03973,Falcon Contracting Co,56679726,2500,"1,959.52",Joseph,Cash
CN-03974,Desert Builders,98737738,5000,"2.675,36",Anwar,Cash
CN-03975,Reliable Construction,64087302,,2873.58,Rakesh,Cash
CN-03976,Kazma Construction,66052239,10000,1098.89,Khaled,60 days
CN-03977,Salmi Trading Est,64072195,,KWD 579.78,Anwar,COD
CN-03978,Fahad Real Estate,65127531,2500,1604.50,Rakesh,30 days
CN-03979,Burgan MEP Services,65746218,2500,992.36,Rakesh,Cash
CN-03980,Al Rai Contracting Co,97905680,2500,"1.126,16",Rakesh,30 days
CN-03981,Capital MEP Services,55672144,10000,3490.57,Khaled,60 days
CN-03982,Desert Workshop,67911767,10000,3108.35,Anwar,30 days
CN-03983,Pearl Construction,58696400,1000,KWD 3438.73,Suresh,Cash
CN-03984,Mubarak Workshop,62061627,,1723.94,Joseph,30 days
CN-03985,Salmi Maintenance Co,97818274,5000,"3,825.23",Anwar,30 days
CN-03986,Fahad Contracting Co,65023056,1000,"2.226,42",Suresh,60 days
CN-03987,Oasis Engineering,53506233,2500,276.64,Rakesh,30 days
CN-03988,National Workshop,95418084,2500,2178.63,Rakesh,45 days
CN-03989,Modern Workshop,59210329,,KWD 1138.72,Khaled,Cash
CN-03990,Kazma Interiors,98362009,,1524.44,Rakesh,COD
CN-03991,Kazma Maintenance Co,69844901,10000,"3,033.09",Mahmoud,45 days
CN-03992,Capital Construction,53066052,1000,"1.601,08",Mahmoud,Cash
CN-03993,Al Manar Engineering,64161974,1000,3637.03,Suresh,COD
CN-03994,United Construction,55361345,5000,1810.39,Suresh,Cash
CN-03995,Burgan Maintenance Co,92779063,10000,KWD 613.12,Rakesh,60 days
CN-03996,Gulf Interiors,92139251,2500,626.18,Khaled,90 days
CN-03997,Falcon Construction,67381921,2500,"1,538.00",Joseph,COD
CN-03998,Prime Workshop,94169288,10000,"2.197,08",Anwar,45 days
CN-03999,Capital Workshop,64358632,10000,1937.27,Anwar,45 days
CN-04000,Oasis Workshop,67658366,2500,3855.73,Suresh,45 days
CN-04001,Oasis Real Estate,65143283,2500,KWD 3390.98,Khaled,60 days
CN-04002,Modern Construction,92990352,2500,2717.51,Anwar,30 days
CN-04003,Kazma Maintenance Co,95611108,10000,213.60,Mahmoud,60 days
CN-04004,Reliable Real Estate,54904784,10000,"1.271,88",Rakesh,30 days
CN-04005,Pearl Workshop,67279313,1000,1536.30,Khaled,60 days
CN-04006,National Interiors,58768568,2500,2608.91,Rakesh,COD
CN-04007,Marina MEP Services,55251499,2500,KWD 930.88,Joseph,30 days
CN-04008,United Real Estate,56277905,5000,36.27,Suresh,90 days
CN-04009,Burgan Trading Est,62401896,2500,"2,857.80",Mahmoud,60 days
CN-04010,Pearl Construction,54347087,5000,"1.145,29",Suresh,90 days
CN-04011,Gulf Maintenance Co,98086948,1000,3543.01,Mahmoud,90 days
CN-04012,Oasis MEP Services,51427637,2500,1423.51,Khaled,60 days
CN-04013,United Builders,92785745,2500,KWD 1463.34,Mahmoud,COD
CN-04014,Prime Real Estate,67694780,2500,3635.79,Khaled,90 days
CN-04015,Desert Maintenance Co,55839483,5000,203.89,Rakesh,60 days
CN-04016,Modern Interiors,57167786,5000,"2.172,26",Suresh,90 days
CN-04017,National Contracting Co,58602449,10000,1534.82,Anwar,COD
CN-04018,Mubarak Engineering,92015424,1000,1697.76,Joseph,30 days
CN-04019,Kazma MEP Services,96501436,5000,KWD 229.21,Khaled,60 days
CN-04020,Gulf Workshop,64311242,5000,3350.92,Mahmoud,45 days
CN-04021,Al Rai Builders,65644062,5000,"2,872.14",Khaled,60 days
CN-04022,Kazma MEP Services,52442367,5000,"2.199,44",Rakesh,90 days
CN-04023,Mubarak Construction,68150357,2500,2941.88,Mahmoud,90 days
CN-04024,Salmi Trading Est,63971557,,635.97,Suresh,60 days
CN-04025,Reliable MEP Services,66082477,5000,KWD 3586.87,Khaled,60 days
CN-04026,Fahad Interiors,95632380,,1304.57,Rakesh,Cash
CN-04027,Al Manar Contracting Co,95718874,1000,"1,222.41",Suresh,45 days
CN-04028,Falcon Builders,96444609,10000,"3.703,62",Joseph,30 days
CN-04029,Capital Engineering,98771690,2500,3463.36,Khaled,45 days
CN-04030,Salmi Trading Est,62775591,5000,-,Anwar,90 days
CN-04031,Falcon MEP Services,53674712,,KWD 1727.84,Rakesh,COD
CN-04032,Kazma Builders,66356306,,2294.68,Rakesh,COD
CN-04033,Fahad Workshop,97416639,10000,"2,346.92",Joseph,60 days
CN-04034,Marina Engineering,91784852,10000,"1.008,60",Khaled,45 days
CN-04035,Sabah MEP Services,58401067,,278.97,Suresh,90 days
CN-04036,Reliable Maintenance Co,65757359,1000,1305.39,Mahmoud,60 days
CN-04037,Salmi Trading Est,99403551,5000,KWD 935.80,Rakesh,Cash
CN-04038,Prime Interiors,55912558,2500,3805.44,Anwar,45 days
CN-04039,Salmi Builders,93935751,,85.48,Anwar,Cash
CN-04040,Marina Contracting Co,63925613,1000,"2.522,22",Anwar,Cash
CN-04041,Desert Construction,54791990,5000,3489.73,Rakesh,60 days
CN-04042,Al Rai Maintenance Co,61309567,,288.18,Mahmoud,COD
CN-04043,Gulf Maintenance Co,94378284,10000,KWD 3846.27,Khaled,COD
CN-04044,Marina Builders,95396396,1000,1568.25,Rakesh,30 days
CN-04045,Modern Construction,92067732,,"1,610.42",Mahmoud,COD
CN-04046,Salmi Contracting Co,94916647,,"1.411,85",Anwar,60 days
CN-04047,United Construction,96598120,1000,7.74,Suresh,60 days
CN-04048,Fahad Contracting Co,65799737,,1625.46,Mahmoud,60 days
CN-04049,Marina Real Estate,99881153,10000,KWD 1790.91,Suresh,90 days
CN-04050,Pearl Contracting Co,95212363,2500,3900.02,Mahmoud,COD
CN-04051,Burgan Interiors,62002434,10000,"3,502.73",Mahmoud,60 days
CN-04052,Mubarak Workshop,59786670,1000,"1.444,75",Mahmoud,30 days
CN-04053,United Engineering,64615539,,2729.84,Anwar,30 days
CN-04054,National Engineering,56350744,10000,2609.92,Khaled,COD
CN-04055,Sabah Workshop,94050356,,KWD 3174.80,Joseph,60 days
CN-04056,Pearl Construction,57278442,1000,3055.16,Joseph,60 days
CN-04057,Gulf Workshop,59920403,,"2,454.20",Joseph,30 days
CN-04058,United MEP Services,93906197,5000,"2.271,29",Rakesh,Cash
CN-04059,Marina Maintenance Co,96918431,2500,612.70,Joseph,45 days
CN-04060,Falcon Interiors,66001957,2500,655.31,Mahmoud,Cash
CN-04061,Marina Construction,99822653,5000,KWD 2343.96,Joseph,45 days
CN-04062,Falcon Workshop,54678645,,1091.42,Rakesh,Cash
CN-04063,Mubarak Workshop,68080852,2500,"3,574.97",Rakesh,COD
CN-04064,Kazma MEP Services,59344575,,"3.989,84",Rakesh,45 days
CN-04065,Modern Trading Est,65455285,1000,781.04,Suresh,Cash
CN-04066,Modern MEP Services,95008710,2500,1271.51,Mahmoud,COD
