sku,warehouse,quantity,unitCost,trackingType,partNumber,serialNumbers
HW-104509,Shuwaikh Main,4,6.345,none,TOT-62407,
HW-104510,Ardiya Warehouse,0,12.503,none,BLA-1067,
HW-104511,Fahaheel Branch,2,8.128,none,GUL-2497,
HW-104512,Rai Branch,0,5.458,none,BLA-74164,
HW-104513,Fahaheel Branch,1,16.091,none,STA-43884,
HW-104514,Shuwaikh Main,4,24.488,none,MAK-55737,
HW-104515,Shuwaikh Main,3,KWD 14.860,none,MET-58999,
HW-104516,Fahaheel Branch,5,15.937,none,TOT-79519,
HW-104517,Rai Branch,3,8.523,none,MET-4033,
HW-104518,Shuwaikh Main,0,KWD 1.678,none,SAT-61946,
HW-104519,Rai Branch,5,12.967,none,TRU-32009,
HW-104520,Fahaheel Branch,3,16.505,batch,MET-9058,
HW-104521,Shuwaikh Main,4,1.290,none,ING-94144,
HW-104522,Shuwaikh Main,0,24.620,none,TOL-46206,
HW-104523,Fahaheel Branch,4,14.064,none,AL--65457,
HW-104524,Ardiya Warehouse,3,0.225,none,BOS-90618,
HW-104525,Rai Branch,5,KWD 8.502,batch,RID-56062,
HW-104526,Fahaheel Branch,3,13.329,none,BOS-7309,
HW-104527,Rai Branch,3,4.226,batch,GUL-75663,
HW-104528,Rai Branch,5,226.303,none,TOT-83769,
HW-104529,Ardiya Warehouse,4,15.600,none,SAT-42278,
HW-104530,Rai Branch,0,14.964,none,TOT-12629,
HW-104531,Shuwaikh Main,0,KWD 16.569,none,,
HW-104532,Fahaheel Branch,3,14.843,none,HIL-64913,
HW-104533,Fahaheel Branch,0,0.238,batch,YAT-20230,
HW-104534,Ardiya Warehouse,2,4.033,none,MAK-42860,
HW-104535,Fahaheel Branch,0,19.906,none,SAT-9334,
HW-104536,Fahaheel Branch,3,6.488,none,,
HW-104537,Rai Branch,2,2.327,none,DEW-80354,
HW-104538,Fahaheel Branch,4,8.615,none,YAT-57949,
HW-104539,Fahaheel Branch,4,12.713,none,,
HW-104540,Fahaheel Branch,5,20.739,none,HIL-70638,
HW-104541,Rai Branch,5,15.351,none,MAK-54310,
HW-104542,Rai Branch,5,17.971,none,,
HW-104543,Shuwaikh Main,3,1.713,none,TOL-61619,
HW-104544,Shuwaikh Main,5,26.263,none,CRO-15239,
HW-104545,Ardiya Warehouse,3,9.841,none,ING-74941,
HW-104546,Fahaheel Branch,4,13.453,batch,ING-78518,
HW-104547,Ardiya Warehouse,0,0.895,none,TOT-13315,
HW-104548,Rai Branch,5,18.642,none,DEW-64779,
HW-104549,Rai Branch,3,5.611,none,AL--53546,
HW-104550,Ardiya Warehouse,5,9.777,none,SKI-31715,
HW-104551,Fahaheel Branch,4,2.565,batch,MAK-16714,
HW-104552,Ardiya Warehouse,4,254.100,none,ING-29935,
HW-104553,Ardiya Warehouse,3,11.558,none,STA-42848,
HW-104554,Rai Branch,0,KD 19.162,none,BLA-60705,
HW-104555,Rai Branch,3,13.275,none,GUL-82474,
HW-104556,Fahaheel Branch,3,KD 7.943,none,BLA-15733,
HW-104557,Ardiya Warehouse,5,KD 1.366,none,HIT-66847,
HW-104558,Rai Branch,2,18.682,none,RID-53641,
HW-104559,Fahaheel Branch,5,KWD 8.062,none,DEW-82842,
HW-104560,Ardiya Warehouse,1,KWD 1.940,none,CRO-38228,
HW-104561,Shuwaikh Main,5,KWD 0.909,none,STA-36052,
HW-104562,Shuwaikh Main,3,21.422,none,TOL-33334,
HW-104563,Fahaheel Branch,1,14.945,batch,GUL-81943,
HW-104564,Shuwaikh Main,2,5.610,none,GUL-94901,
HW-104565,Fahaheel Branch,3,15.960,none,STA-30815,
HW-104566,Fahaheel Branch,5,24.837,none,HIL-27566,
HW-104567,Fahaheel Branch,0,13.936,none,BOS-1007,
HW-104568,Rai Branch,0,15.554,none,STA-61687,
HW-104569,Fahaheel Branch,0,18.464,none,,
HW-104570,Shuwaikh Main,0,22.040,none,CRO-97083,
HW-104571,Fahaheel Branch,1,16.888,none,STA-98981,
HW-104572,Rai Branch,0,11.465,none,,
HW-104573,Shuwaikh Main,5,13.532,none,TRU-80615,
HW-104574,Rai Branch,5,17.098,none,DEW-40050,
HW-104575,Shuwaikh Main,1,2.559,none,SKI-43514,
HW-104576,Rai Branch,5,12.121,none,YAT-15720,
HW-104577,Rai Branch,3,15.402,none,BLA-31933,
HW-104578,Rai Branch,0,24.314,none,TRU-82460,
HW-104579,Shuwaikh Main,1,4.570,none,GUL-22741,
HW-104580,Shuwaikh Main,5,9.429,none,STA-47111,
HW-104581,Shuwaikh Main,2,0.246,none,TOT-20473,
HW-104582,Shuwaikh Main,3,KWD 16.890,none,GUL-31939,
HW-104583,Rai Branch,5,11.356,batch,SKI-11582,
HW-104584,Rai Branch,2,4.775,none,,
HW-104585,Rai Branch,4,KWD 4.780,none,TOT-20761,
HW-104586,Rai Branch,1,KD 20.812,none,GUL-54922,
HW-104587,Fahaheel Branch,0,17.054,none,TRU-27464,
HW-104588,Fahaheel Branch,0,24.061,none,BOS-9924,
HW-104589,Fahaheel Branch,5,13.530,none,RID-22512,
HW-104590,Ardiya Warehouse,2,6.666,none,,
HW-104591,Ardiya Warehouse,3,KD 19.969,none,,
HW-104592,Rai Branch,0,12.845,none,SKI-27816,
HW-104593,Ardiya Warehouse,0,24.884,none,HIL-41583,
HW-104594,Fahaheel Branch,1,3.745,batch,GUL-15971,
HW-104595,Shuwaikh Main,0,1.955,none,MAK-87459,
HW-104596,Ardiya Warehouse,5,23.328,none,TRU-6608,
HW-104597,Ardiya Warehouse,4,1.639,none,SKI-98745,
HW-104598,Rai Branch,5,20.231,none,AL--61570,
HW-104599,Shuwaikh Main,2,12.949,none,AL--44426,
HW-104600,Shuwaikh Main,1,12.833,none,DEW-43158,
HW-104601,Ardiya Warehouse,4,131.256,none,,
HW-104602,Shuwaikh Main,0,23.929,none,ING-26282,
HW-104603,Fahaheel Branch,3,9.588,none,KAR-38440,
HW-104604,Ardiya Warehouse,3,8.750,none,KAR-47328,
HW-104605,Shuwaikh Main,2,7.163,batch,DEW-80351,
HW-104606,Shuwaikh Main,1,KWD 22.351,none,TOL-53453,
HW-104607,Shuwaikh Main,0,21.111,none,SAT-15669,
HW-104608,Ardiya Warehouse,5,9.981,none,DEW-46416,
HW-104609,Fahaheel Branch,0,13.961,batch,,
HW-104610,Ardiya Warehouse,3,0.443,none,HIL-58900,
HW-104611,Rai Branch,4,10.244,none,BLA-70408,
HW-104612,Shuwaikh Main,0,23.323,none,HIT-19764,
HW-104613,Rai Branch,3,208.019,none,BLA-38563,
HW-104614,Shuwaikh Main,1,19.758,none,MAK-94809,
HW-104615,Rai Branch,5,9.175,none,AL--35873,
HW-104616,Rai Branch,0,0.397,none,SAT-30787,
HW-104617,Shuwaikh Main,4,8.941,none,GUL-52796,
HW-104618,Shuwaikh Main,0,16.851,batch,,
HW-104619,Fahaheel Branch,2,4.125,none,HIL-99769,
HW-104620,Rai Branch,0,20.940,none,GUL-51747,
HW-104621,Shuwaikh Main,3,17.474,none,GUL-35981,
HW-104622,Ardiya Warehouse,4,3.965,none,HIL-3120,
HW-104623,Rai Branch,4,13.522,none,GUL-20914,
HW-104624,Rai Branch,2,18.582,none,TRU-80762,
HW-104625,Fahaheel Branch,5,19.962,none,BLA-10752,
HW-104626,Rai Branch,1,21.096,none,HIT-50821,
HW-104627,Rai Branch,0,22.102,none,TRU-45791,
HW-104628,Rai Branch,4,9.682,none,TRU-25283,
HW-104629,Shuwaikh Main,5,12.371,none,KAR-21336,
HW-104630,Shuwaikh Main,2,15.830,none,CRO-64365,
HW-104631,Rai Branch,3,7.713,none,ING-93435,
HW-104632,Shuwaikh Main,1,57.964,none,MET-79532,
HW-104633,Shuwaikh Main,5,11.008,none,CRO-17091,
HW-104634,Rai Branch,0,20.872,none,BLA-94383,
HW-104635,Ardiya Warehouse,0,14.821,none,AL--65002,
HW-104636,Rai Branch,3,3.226,none,RID-93240,
HW-104637,Fahaheel Branch,3,15.389,none,TRU-93419,
HW-104638,Rai Branch,1,15.560,none,TOL-5689,
HW-104639,Shuwaikh Main,0,3.596,none,KAR-40802,
HW-104640,Ardiya Warehouse,0,3.331,none,CRO-36347,
HW-104641,Shuwaikh Main,2,KD 6.607,none,TOL-47072,
HW-104642,Ardiya Warehouse,3,17.790,none,TOT-61130,
HW-104643,Rai Branch,3,11.390,batch,KAR-83237,
HW-104644,Rai Branch,0,23.056,none,KAR-6158,
HW-104645,Fahaheel Branch,3,65.801,none,,
HW-104646,Ardiya Warehouse,0,4.516,none,GUL-56123,
HW-104647,Shuwaikh Main,5,22.638,none,SKI-93702,
HW-104648,Shuwaikh Main,5,16.722,batch,SKI-44382,
HW-104649,Rai Branch,5,21.267,none,,
HW-104650,Ardiya Warehouse,3,1.052,batch,,
HW-104651,Ardiya Warehouse,4,16.998,none,,
HW-104652,Rai Branch,5,0.265,none,ING-70439,
HW-104653,Rai Branch,2,KD 14.871,none,CRO-8338,
HW-104654,Rai Branch,0,19.025,none,TOT-90055,
HW-104655,Ardiya Warehouse,4,22.916,none,CRO-53872,
HW-104656,Rai Branch,0,0.996,none,TRU-77767,
HW-104657,Rai Branch,0,101.632,none,AL--37072,
HW-104658,Ardiya Warehouse,1,KWD 24.800,none,KAR-1440,
HW-104659,Rai Branch,0,16.536,none,TOL-64720,
HW-104660,Ardiya Warehouse,4,1.161,none,,
HW-104661,Shuwaikh Main,2,16.590,none,MAK-27391,
HW-104662,Fahaheel Branch,5,KD 18.255,none,DEW-70848,
HW-104663,Fahaheel Branch,2,3.268,none,,
HW-104664,Ardiya Warehouse,2,10.265,none,GUL-30652,
HW-104665,Ardiya Warehouse,4,15.415,none,TOT-56318,
HW-104666,Shuwaikh Main,3,11.555,none,SAT-64535,
HW-104667,Ardiya Warehouse,2,8.505,none,BLA-49195,
HW-104668,Rai Branch,1,12.133,none,,
HW-104669,Ardiya Warehouse,4,11.777,batch,GUL-46495,
HW-104670,Fahaheel Branch,3,6.937,none,RID-24833,
HW-104671,Fahaheel Branch,2,9.513,none,CRO-33497,
HW-104672,Rai Branch,0,17.001,none,STA-45019,
HW-104673,Rai Branch,4,5.069,none,SKI-5962,
HW-104674,Fahaheel Branch,5,14.994,none,TRU-61663,
HW-104675,Rai Branch,0,16.178,none,ING-16434,
HW-104676,Rai Branch,3,20.870,none,,
HW-104677,Rai Branch,4,11.921,none,HIL-89612,
HW-104678,Fahaheel Branch,1,KD 0.815,none,,
HW-104679,Shuwaikh Main,2,24.422,batch,CRO-68300,
HW-104680,Shuwaikh Main,5,21.699,none,,
HW-104681,Ardiya Warehouse,3,14.271,batch,GUL-74824,
HW-104682,Ardiya Warehouse,4,8.302,batch,DEW-66053,
HW-104683,Shuwaikh Main,4,9.460,none,,
HW-104684,Rai Branch,2,19.417,batch,AL--33004,
HW-104685,Rai Branch,3,12.720,none,ING-41404,
HW-104686,Ardiya Warehouse,2,17.481,none,HIT-52567,
HW-104687,Ardiya Warehouse,4,KD 14.142,none,GUL-4012,
HW-104688,Ardiya Warehouse,3,9.629,none,BLA-8509,
HW-104689,Rai Branch,3,65.888,none,SAT-86815,
HW-104690,Shuwaikh Main,4,5.408,none,STA-84834,
HW-104691,Fahaheel Branch,3,18.534,none,DEW-9552,
HW-104692,Ardiya Warehouse,1,1.425,none,MET-16821,
HW-104693,Shuwaikh Main,0,1.938,none,KAR-2537,
HW-104694,Shuwaikh Main,0,KWD 8.837,none,,
HW-104695,Shuwaikh Main,0,19.437,batch,SAT-59146,
HW-104696,Fahaheel Branch,0,8.229,none,,
HW-104697,Fahaheel Branch,0,KWD 18.316,none,BLA-51497,
HW-104698,Rai Branch,4,16.617,none,TOL-19650,
HW-104699,Fahaheel Branch,4,17.110,none,YAT-36361,
HW-104700,Rai Branch,1,12.225,none,HIT-60349,
HW-104701,Rai Branch,0,7.777,none,ING-14158,
HW-104702,Fahaheel Branch,0,16.293,none,BLA-29422,
HW-104703,Shuwaikh Main,4,KD 7.607,none,TOT-99437,
HW-104704,Rai Branch,0,22.452,none,DEW-49129,
HW-104705,Fahaheel Branch,2,22.838,none,MET-31644,
HW-104706,Rai Branch,4,10.625,none,BLA-2510,
HW-104707,Shuwaikh Main,0,12.549,none,TOT-81303,
HW-104708,Shuwaikh Main,2,KWD 15.817,none,SKI-35186,
HW-104709,Fahaheel Branch,4,17.683,none,TOT-60407,
HW-104710,Rai Branch,0,9.748,batch,KAR-53235,
HW-104711,Shuwaikh Main,3,16.055,none,SAT-92791,
HW-104712,Ardiya Warehouse,0,13.640,none,BLA-28091,
HW-104713,Shuwaikh Main,2,11.034,none,ING-32210,
HW-104714,Rai Branch,2,261.462,none,MAK-52527,
HW-104715,Shuwaikh Main,5,22.169,none,KAR-92197,
HW-104716,Ardiya Warehouse,1,5.513,batch,TRU-22618,
HW-104717,Rai Branch,2,KWD 2.033,batch,,
HW-104718,Ardiya Warehouse,1,2.965,none,HIL-38016,
HW-104719,Rai Branch,3,23.597,none,,
HW-104720,Ardiya Warehouse,2,14.012,none,,
HW-104721,Fahaheel Branch,3,11.813,none,AL--56638,
HW-104722,Rai Branch,5,13.494,none,GUL-11747,
HW-104723,Rai Branch,4,KD 6.208,none,ING-97790,
HW-104724,Rai Branch,4,22.253,none,,
HW-104725,Shuwaikh Main,0,20.618,none,HIT-96508,
HW-104726,Fahaheel Branch,5,7.423,batch,TRU-45748,
HW-104727,Shuwaikh Main,3,226.262,none,TOL-2777,
HW-104728,Ardiya Warehouse,4,9.411,none,BOS-63934,
HW-104729,Rai Branch,0,5.865,none,MET-77956,
HW-104730,Ardiya Warehouse,0,8.499,none,RID-55835,
HW-104731,Fahaheel Branch,4,4.649,batch,TOL-97138,
HW-104732,Fahaheel Branch,0,20.588,none,TRU-46893,
HW-104733,Fahaheel Branch,3,14.744,batch,,
HW-104734,Shuwaikh Main,0,KD 24.133,none,TOL-10307,
HW-104735,Ardiya Warehouse,5,2.769,none,TOT-41353,
HW-104736,Rai Branch,0,12.092,none,TRU-72631,
HW-104737,Ardiya Warehouse,4,11.265,none,HIT-24802,
HW-104738,Ardiya Warehouse,3,4.742,none,BLA-6547,
HW-104739,Ardiya Warehouse,2,KWD 3.822,none,RID-27070,
HW-104740,Shuwaikh Main,1,KWD 0.454,none,TRU-66425,
HW-104741,Fahaheel Branch,1,KD 18.996,none,CRO-14350,
HW-104742,Rai Branch,0,20.729,none,,
HW-104743,Ardiya Warehouse,3,10.797,none,TRU-79730,
HW-104744,Shuwaikh Main,0,KWD 18.727,none,,
HW-104745,Ardiya Warehouse,2,9.537,none,GUL-48724,
HW-104746,Ardiya Warehouse,4,24.889,none,STA-13129,
HW-104747,Ardiya Warehouse,5,3.832,none,RID-55571,
HW-104748,Ardiya Warehouse,4,4.539,none,BOS-87674,
HW-104749,Rai Branch,3,5.860,none,CRO-32473,
HW-104750,Shuwaikh Main,2,0.995,none,YAT-88901,
HW-104751,Fahaheel Branch,1,KWD 5.689,none,BOS-16335,
HW-104752,Rai Branch,2,22.607,none,TOL-98851,
HW-104753,Ardiya Warehouse,1,14.017,none,TOL-16238,
HW-104754,Fahaheel Branch,4,21.387,none,AL--31840,
HW-104755,Rai Branch,1,4.053,none,BOS-5035,
HW-104756,Ardiya Warehouse,4,5.536,none,MET-7609,
HW-104757,Fahaheel Branch,1,9.975,none,RID-79628,
HW-104758,Fahaheel Branch,0,16.070,none,SAT-54353,
HW-104759,Shuwaikh Main,0,KWD 15.618,none,MAK-8010,
HW-104760,Rai Branch,3,22.513,none,GUL-70346,
HW-104761,Rai Branch,0,22.892,none,HIL-55537,
HW-104762,Rai Branch,4,6.349,none,MAK-25934,
HW-104763,Ardiya Warehouse,0,4.683,none,TRU-18576,
HW-104764,Rai Branch,2,9.691,none,CRO-35146,
HW-104765,Shuwaikh Main,5,12.774,none,BOS-90028,
HW-104766,Shuwaikh Main,5,14.618,none,RID-63181,
HW-104767,Ardiya Warehouse,4,19.018,none,RID-71755,
HW-104768,Shuwaikh Main,2,16.092,none,GUL-61152,
HW-104769,Rai Branch,3,KWD 20.204,none,YAT-56921,
HW-104770,Rai Branch,2,21.788,none,KAR-70277,
HW-104771,Shuwaikh Main,4,14.036,none,DEW-83713,
HW-104772,Shuwaikh Main,0,KD 10.221,batch,CRO-29207,
HW-104773,Rai Branch,2,20.077,none,,
HW-104774,Shuwaikh Main,3,2.231,none,STA-64137,
HW-104775,Rai Branch,5,24.447,none,BLA-77128,
HW-104776,Fahaheel Branch,3,21.226,none,SKI-92860,
HW-104777,Ardiya Warehouse,0,1.417,none,TOL-81030,
HW-104778,Shuwaikh Main,0,24.589,none,MET-79887,
HW-104779,Shuwaikh Main,2,KD 0.174,none,,
HW-104780,Rai Branch,0,12.103,none,HIL-25922,
HW-104781,Ardiya Warehouse,5,11.303,none,,
HW-104782,Ardiya Warehouse,5,12.099,none,BLA-1366,
HW-104783,Rai Branch,4,9.524,none,YAT-76428,
HW-104784,Rai Branch,1,7.211,batch,HIT-78768,
HW-104785,Ardiya Warehouse,1,1.884,batch,MAK-50561,
HW-104786,Rai Branch,4,12.194,batch,KAR-29575,
HW-104787,Fahaheel Branch,0,KD 16.958,none,TRU-30190,
HW-104788,Rai Branch,0,15.674,none,STA-1956,
HW-104789,Fahaheel Branch,0,5.660,none,GUL-60294,
HW-104790,Shuwaikh Main,4,24.228,none,MET-41906,
HW-104791,Fahaheel Branch,2,KWD 5.204,none,CRO-2478,
HW-104792,Shuwaikh Main,3,1.832,none,,
HW-104793,Rai Branch,1,16.674,none,HIT-56874,
HW-104794,Shuwaikh Main,0,5.774,none,GUL-65289,
HW-104795,Fahaheel Branch,2,KWD 1.808,none,DEW-73515,
HW-104796,Ardiya Warehouse,5,22.468,none,HIT-14067,
HW-104797,Ardiya Warehouse,3,8.120,none,MET-63770,
HW-104798,Rai Branch,0,13.449,none,,
HW-104799,Ardiya Warehouse,0,23.039,none,SAT-88912,
HW-104800,Rai Branch,5,16.509,batch,BOS-23219,
HW-104801,Rai Branch,0,135.427,none,SAT-75631,
HW-104802,Ardiya Warehouse,4,10.910,none,GUL-51870,
HW-104803,Shuwaikh Main,4,2.083,none,,
HW-104804,Ardiya Warehouse,3,KD 23.466,none,,
HW-104805,Fahaheel Branch,5,19.871,none,GUL-94635,
HW-104806,Rai Branch,2,11.687,none,,
HW-104807,Ardiya Warehouse,0,11.153,none,DEW-14483,
HW-104808,Fahaheel Branch,0,21.762,none,,
HW-104809,Rai Branch,3,16.635,none,GUL-63954,
HW-104810,Rai Branch,4,11.574,batch,HIL-61036,
HW-104811,Fahaheel Branch,3,KWD 15.987,none,ING-97098,
HW-104812,Shuwaikh Main,2,3.736,none,,
HW-104813,Fahaheel Branch,3,KD 4.267,none,BOS-93421,
HW-104814,Rai Branch,0,242.587,none,MAK-25315,
HW-104815,Shuwaikh Main,3,KWD 14.762,none,AL--67994,
HW-104816,Rai Branch,0,23.619,none,SKI-67968,
HW-104817,Rai Branch,5,5.070,none,AL--85744,
HW-104818,Fahaheel Branch,3,17.017,none,MAK-64269,
HW-104819,Rai Branch,4,11.099,none,MAK-31917,
HW-104820,Shuwaikh Main,4,2.219,none,CRO-44836,
HW-104821,Ardiya Warehouse,5,KWD 269.973,none,,
HW-104822,Shuwaikh Main,4,15.214,none,HIL-87411,
HW-104823,Fahaheel Branch,0,5.742,none,CRO-54414,
HW-104824,Fahaheel Branch,1,13.682,batch,KAR-43707,
HW-104825,Ardiya Warehouse,2,24.969,none,TOT-72919,
HW-104826,Fahaheel Branch,0,17.569,none,RID-13544,
HW-104827,Ardiya Warehouse,2,4.268,none,CRO-54929,
HW-104828,Rai Branch,2,10.623,none,RID-47079,
HW-104829,Shuwaikh Main,5,24.621,none,SKI-70917,
HW-104830,Shuwaikh Main,4,13.270,none,BOS-30799,
HW-104831,Rai Branch,5,9.617,none,YAT-61202,
HW-104832,Fahaheel Branch,5,19.420,none,TRU-5493,
HW-104833,Shuwaikh Main,0,21.178,none,KAR-86800,
HW-104834,Rai Branch,2,177.065,none,,
HW-104835,Ardiya Warehouse,3,5.473,none,TRU-97485,
HW-104836,Fahaheel Branch,3,2.309,batch,TRU-9823,
HW-104837,Fahaheel Branch,5,8.963,batch,RID-59367,
HW-104838,Fahaheel Branch,1,20.303,batch,HIT-43894,
HW-104839,Ardiya Warehouse,0,19.010,none,KAR-83690,
HW-104840,Fahaheel Branch,4,24.437,none,CRO-63809,
HW-104841,Rai Branch,1,21.289,none,GUL-10858,
HW-104842,Shuwaikh Main,0,23.978,none,SKI-40733,
HW-104843,Ardiya Warehouse,5,0.328,none,HIT-39454,
HW-104844,Rai Branch,0,6.499,none,AL--21726,
HW-104845,Ardiya Warehouse,4,78.278,none,HIT-80813,
HW-104846,Ardiya Warehouse,5,9.321,none,GUL-18891,
HW-104847,Fahaheel Branch,4,KD 0.389,none,AL--39252,
HW-104848,Fahaheel Branch,3,KD 16.057,none,TRU-97439,
HW-104849,Shuwaikh Main,4,2.021,none,MAK-28013,
HW-104850,Fahaheel Branch,0,KD 79.815,none,MET-66293,
HW-104851,Ardiya Warehouse,4,1.579,none,BOS-61667,
HW-104852,Ardiya Warehouse,0,6.664,none,RID-2237,
HW-104853,Fahaheel Branch,5,10.783,none,,
HW-104854,Shuwaikh Main,1,24.594,none,HIT-64033,
HW-104855,Rai Branch,0,KWD 24.807,none,STA-45278,
HW-104856,Shuwaikh Main,1,8.321,none,CRO-14434,
HW-104857,Ardiya Warehouse,3,12.432,none,RID-62752,
HW-104858,Fahaheel Branch,5,2.428,none,BOS-51991,
HW-104859,Rai Branch,0,KWD 12.639,batch,TOL-47917,
HW-104860,Ardiya Warehouse,3,15.120,none,YAT-14632,
HW-104861,Fahaheel Branch,0,23.210,none,MAK-67263,
HW-104862,Fahaheel Branch,1,152.788,batch,YAT-97042,
HW-104863,Rai Branch,2,24.326,batch,MET-64503,
HW-104864,Fahaheel Branch,2,14.215,none,MET-60943,
HW-104865,Rai Branch,5,2.320,none,TOL-7262,
HW-104866,Fahaheel Branch,3,19.709,none,ING-58902,
HW-104867,Ardiya Warehouse,0,KD 14.099,batch,TOL-48563,
HW-104868,Shuwaikh Main,4,17.788,none,BOS-77975,
HW-104869,Ardiya Warehouse,5,KWD 14.028,none,YAT-34898,
HW-104870,Fahaheel Branch,0,6.058,none,BOS-95658,
HW-104871,Ardiya Warehouse,5,17.320,none,MET-3536,
HW-104872,Shuwaikh Main,0,2.289,none,MET-98125,
HW-104873,Rai Branch,5,KD 7.268,none,AL--91818,
HW-104874,Shuwaikh Main,4,KD 19.674,none,RID-37010,
HW-104875,Rai Branch,5,17.395,none,,
HW-104876,Ardiya Warehouse,2,23.386,none,SAT-87139,
HW-104877,Shuwaikh Main,3,KD 24.183,none,CRO-48102,
HW-104878,Shuwaikh Main,5,18.476,none,BLA-5868,
HW-104879,Rai Branch,3,13.649,none,RID-87458,
HW-104880,Ardiya Warehouse,1,KD 6.841,none,MAK-40668,
HW-104881,Ardiya Warehouse,1,3.778,none,CRO-39936,
HW-104882,Rai Branch,4,12.505,batch,ING-19537,
HW-104883,Fahaheel Branch,0,18.226,none,HIT-16602,
HW-104884,Fahaheel Branch,5,9.640,none,RID-88006,
HW-104885,Ardiya Warehouse,2,16.043,none,,
HW-104886,Rai Branch,2,4.162,none,,
HW-104887,Fahaheel Branch,4,18.284,none,,
HW-104888,Shuwaikh Main,5,22.915,none,ING-19483,
HW-104889,Rai Branch,2,17.449,none,HIL-7498,
HW-104890,Shuwaikh Main,5,7.816,none,TRU-36664,
HW-104891,Rai Branch,0,6.366,none,BOS-31559,
HW-104892,Fahaheel Branch,3,23.535,none,BOS-56688,
HW-104893,Ardiya Warehouse,3,18.074,none,HIT-14740,
HW-104894,Shuwaikh Main,1,7.959,none,,
HW-104895,Shuwaikh Main,4,5.467,none,CRO-89517,
HW-104896,Ardiya Warehouse,3,17.719,none,STA-70806,
HW-104897,Ardiya Warehouse,1,21.943,none,MAK-57556,
HW-104898,Shuwaikh Main,2,16.223,none,TOL-46085,
HW-104899,Ardiya Warehouse,0,KWD 22.087,none,GUL-77613,
HW-104900,Fahaheel Branch,0,19.125,none,AL--20253,
HW-104901,Ardiya Warehouse,2,14.914,none,TOT-36149,
HW-104902,Rai Branch,1,5.779,none,STA-93458,
HW-104903,Fahaheel Branch,5,15.221,none,YAT-47219,
HW-104904,Rai Branch,3,4.314,none,GUL-44008,
HW-104905,Rai Branch,4,5.544,none,TRU-97141,
HW-104906,Ardiya Warehouse,0,7.325,none,STA-42154,
HW-104907,Ardiya Warehouse,5,1.593,none,MET-51081,
HW-104908,Ardiya Warehouse,4,KWD 17.123,none,CRO-6066,
HW-104909,Rai Branch,0,13.408,none,TOL-81054,
HW-104910,Rai Branch,5,20.498,batch,DEW-52648,
HW-104911,Shuwaikh Main,5,4.601,none,,
HW-104912,Rai Branch,0,KD 16.517,none,BLA-24254,
HW-104913,Rai Branch,2,22.882,none,,
HW-104914,Fahaheel Branch,1,22.086,none,MET-62048,
HW-104915,Shuwaikh Main,3,5.524,batch,ING-46479,
HW-104916,Shuwaikh Main,1,KWD 21.042,none,TOL-65147,
HW-104917,Fahaheel Branch,3,22.504,none,ING-53658,
HW-104918,Fahaheel Branch,0,10.814,none,ING-90599,
HW-104919,Ardiya Warehouse,2,20.059,none,BOS-70129,
HW-104920,Rai Branch,2,24.956,batch,STA-47582,
HW-104921,Fahaheel Branch,0,13.363,batch,BOS-61762,
HW-104922,Shuwaikh Main,0,7.316,none,ING-94981,
HW-104923,Shuwaikh Main,5,KD 1.805,none,TOL-57788,
HW-104924,Shuwaikh Main,4,6.860,none,RID-52514,
HW-104925,Shuwaikh Main,0,9.430,none,TRU-51971,
HW-104926,Fahaheel Branch,4,6.559,none,BOS-37413,
HW-104927,Shuwaikh Main,5,16.304,none,TRU-33648,
HW-104928,Shuwaikh Main,3,18.819,none,AL--29247,
HW-104929,Ardiya Warehouse,3,15.411,none,SAT-76481,
HW-104930,Rai Branch,5,12.151,batch,BLA-48195,
HW-104931,Shuwaikh Main,1,14.786,none,YAT-52996,
HW-104932,Shuwaikh Main,1,9.924,none,BLA-14849,
HW-104933,Fahaheel Branch,1,1.496,none,MET-22652,
HW-104934,Fahaheel Branch,5,7.098,none,SKI-99958,
HW-104935,Ardiya Warehouse,2,24.815,none,DEW-93733,
HW-104936,Ardiya Warehouse,3,KD 20.022,none,BLA-66505,
HW-104937,Shuwaikh Main,0,9.537,none,HIT-9602,
HW-104938,Fahaheel Branch,4,21.611,none,HIL-66472,
HW-104939,Rai Branch,1,9.544,none,SKI-40710,
HW-104940,Fahaheel Branch,4,24.410,none,RID-17327,
HW-104941,Rai Branch,4,20.966,none,HIL-13412,
HW-104942,Shuwaikh Main,2,KWD 6.929,none,TOT-10034,
HW-104943,Fahaheel Branch,0,8.208,none,MET-87862,
HW-104944,Ardiya Warehouse,4,23.889,none,YAT-98440,
HW-104945,Shuwaikh Main,5,16.109,none,KAR-20280,
HW-104946,Shuwaikh Main,3,19.817,batch,ING-41237,
HW-104947,Fahaheel Branch,2,1.690,none,,
HW-104948,Ardiya Warehouse,5,14.996,none,GUL-25308,
HW-104949,Rai Branch,1,13.843,batch,STA-28364,
HW-104950,Rai Branch,4,20.955,none,KAR-22513,
HW-104951,Shuwaikh Main,5,0.903,none,,
HW-104952,Rai Branch,2,15.787,none,YAT-51289,
HW-104953,Rai Branch,0,24.676,none,HIL-92221,
HW-104954,Shuwaikh Main,2,201.062,none,YAT-3090,
HW-104955,Shuwaikh Main,3,14.589,none,STA-31333,
HW-104956,Fahaheel Branch,0,20.169,none,TOL-48744,
HW-104957,Fahaheel Branch,1,22.465,none,STA-38749,
HW-104958,Fahaheel Branch,5,2.017,none,BOS-97115,
